,State,HC01_VC43,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC77,HC03_VC77,HC01_VC78,HC03_VC78,HC01_VC79,HC03_VC79,HC01_VC80,HC03_VC80,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC87,HC03_VC87,HC01_VC88,HC03_VC88,HC01_VC89,HC03_VC89,HC01_VC90,HC03_VC90,HC01_VC91,HC03_VC91,HC01_VC92
11,Georgia,9810417,5948977,60.6,3010984,30.7,24496,0.2,6202,0.1,269,0.0,271,0.0,317,0.0,330392,3.4,96615,1.0,49937,0.5,21240,0.2,8333,0.1,54550,0.6,47087,0.5,52630,0.5,4554,0.0,1417,0.0,835,0.0,1238,0.0,1064,0.0,297844,3.0,193170,2.0,67358,0.7,28441,0.3,30463,0.3,9636,0.1,9810417,9810417,6106816,62.2,3117526,31.8,74839,0.8,380017,3.9,11229,0.1,329991,3.4,9810417,9810417,875849,8.9,531526,5.4,81402,0.8,29403,0.3,233518
12,Hawaii,1376298,344488,25.0,24532,1.8,3050,0.2,504,0.0,58,0.0,331,0.0,28,0.0,526743,38.3,2345,0.2,56076,4.1,197554,14.4,186650,13.6,22462,1.6,10133,0.7,51523,3.7,134733,9.8,82479,6.0,2408,0.2,16477,1.2,33369,2.4,15418,1.1,327334,23.8,4779,0.3,9508,0.7,68610,5.0,1027,0.1,1376298,1376298,586033,42.6,44054,3.2,33800,2.5,780641,56.7,355042,25.8,36179,2.6,1376298,1376298,128171,9.3,38279,2.8,45811,3.3,2003,0.1,42078
13,Idaho,1583364,1455692,91.9,8957,0.6,19984,1.3,1199,0.1,362,0.0,777,0.0,504,0.0,20141,1.3,2301,0.1,4192,0.3,3017,0.2,3026,0.2,2249,0.1,1438,0.1,3918,0.2,2216,0.1,451,0.0,801,0.1,157,0.0,807,0.1,36915,2.3,39459,2.5,5335,0.3,15018,0.9,8299,0.5,447,0.0,1583364,1583364,1492989,94.3,16289,1.0,37448,2.4,30736,1.9,4887,0.3,42981,2.7,1583364,1583364,180901,11.4,157590,10.0,3303,0.2,883,0.1,19125
14,Illinois,12848554,9320910,72.5,1851524,14.4,27548,0.2,3174,0.0,1111,0.0,445,0.0,927,0.0,609923,4.7,194256,1.5,115839,0.9,116240,0.9,17795,0.1,64685,0.5,25910,0.2,75198,0.6,2979,0.0,903,0.0,806,0.0,413,0.0,857,0.0,769968,6.0,265702,2.1,83421,0.6,34858,0.3,56806,0.4,9285,0.1,12848554,12848554,9548707,74.3,1969934,15.3,85129,0.7,687615,5.4,11928,0.1,828186,6.4,12848554,12848554,2060706,16.0,1636187,12.7,190044,1.5,25125,0.2,209350
15,Indiana,6514861,5510618,84.6,592954,9.1,14975,0.2,3059,0.0,737,0.0,281,0.0,667,0.0,107563,1.7,29743,0.5,26664,0.4,9802,0.2,5357,0.1,10558,0.2,6133,0.1,19306,0.3,1852,0.0,527,0.0,482,0.0,399,0.0,444,0.0,150197,2.3,136702,2.1,52385,0.8,31741,0.5,19350,0.3,4056,0.1,6514861,6514861,5635276,86.5,659242,10.1,56883,0.9,132428,2.0,4802,0.1,170698,2.6,6514861,6514861,400788,6.2,306676,4.7,30962,0.5,5367,0.1,57783
16,Iowa,3062553,2802839,91.5,91754,3.0,9440,0.3,630,0.0,336,0.0,108,0.0,1421,0.0,55878,1.8,10922,0.4,11593,0.4,3676,0.1,993,0.0,6374,0.2,9211,0.3,13109,0.4,1389,0.0,303,0.0,75,0.0,144,0.0,867,0.0,43024,1.4,58229,1.9,21666,0.7,14746,0.5,8643,0.3,1100,0.0,3062553,3062553,2857663,93.3,118326,3.9,27977,0.9,66819,2.2,3096,0.1,50660,1.7,3062553,3062553,157711,5.1,124286,4.1,5658,0.2,1460,0.0,26307
17,Kansas,2868107,2449273,85.4,164299,5.7,23958,0.8,5161,0.2,236,0.0,1062,0.0,1109,0.0,70408,2.5,12953,0.5,13186,0.5,5589,0.2,1994,0.1,5203,0.2,15839,0.6,15644,0.5,1887,0.1,451,0.0,451,0.0,286,0.0,699,0.0,65807,2.3,92475,3.2,28000,1.0,28832,1.0,11178,0.4,4511,0.2,2868107,2868107,2531971,88.3,204720,7.1,62579,2.2,86473,3.0,4252,0.1,77332,2.7,2868107,2868107,308122,10.7,260802,9.1,9857,0.3,3120,0.1,34343
18,Kentucky,4361333,3835013,87.9,341576,7.8,8811,0.2,3275,0.1,291,0.0,197,0.0,252,0.0,51411,1.2,11095,0.3,10419,0.2,4547,0.1,4888,0.1,4643,0.1,5653,0.1,10166,0.2,2019,0.0,575,0.0,502,0.0,445,0.0,497,0.0,41980,1.0,80523,1.8,36612,0.8,17219,0.4,9454,0.2,2152,0.0,4361333,4361333,3909074,89.6,387077,8.9,31444,0.7,64402,1.5,4089,0.1,51037,1.2,4361333,4361333,136340,3.1,83354,1.9,12535,0.3,10952,0.3,29499
19,Louisiana,4567968,2874235,62.9,1463345,32.0,28466,0.6,3125,0.1,91,0.0,293,0.0,191,0.0,73460,1.6,10039,0.2,11378,0.2,6915,0.2,1420,0.0,3953,0.1,29881,0.7,9874,0.2,2141,0.0,627,0.0,323,0.0,598,0.0,593,0.0,51142,1.1,75179,1.6,25541,0.6,19061,0.4,8576,0.2,4318,0.1,4567968,4567968,2938816,64.3,1502364,32.9,57306,1.3,86498,1.9,4347,0.1,60982,1.3,4567968,4567968,202145,4.4,84309,1.8,12045,0.3,11327,0.2,94464
20,Maine,1328320,1264047,95.2,14637,1.1,7364,0.6,217,0.0,104,0.0,32,0.0,99,0.0,14391,1.1,1926,0.1,3254,0.2,2163,0.2,729,0.1,1375,0.1,2123,0.2,2821,0.2,246,0.0,129,0.0,34,0.0,26,0.0,57,0.0,3562,0.3,24073,1.8,4425,0.3,12709,1.0,3739,0.3,346,0.0,1328320,1328320,1286979,96.9,20577,1.5,21484,1.6,18978,1.4,951,0.1,4706,0.4,1328320,1328320,17946,1.4,5544,0.4,4646,0.3,704,0.1,7052
21,Maryland,5834299,3406243,58.4,1717582,29.4,17535,0.3,2121,0.0,234,0.0,472,0.0,161,0.0,332620,5.7,78537,1.3,74904,1.3,48382,0.8,6569,0.1,48712,0.8,25402,0.4,50114,0.9,2570,0.0,813,0.0,568,0.0,170,0.0,1019,0.0,195644,3.4,162105,2.8,52779,0.9,18065,0.3,34279,0.6,11060,0.2,5834299,5834299,3536814,60.6,1805712,30.9,57992,1.0,385448,6.6,8211,0.1,218242,3.7,5834299,5834299,493310,8.5,90635,1.6,43629,0.7,11375,0.2,347671
22,Massachusetts,6605058,5318548,80.5,454887,6.9,12956,0.2,1045,0.0,111,0.0,85,0.0,128,0.0,368178,5.6,77188,1.2,133646,2.0,11980,0.2,9540,0.1,25319,0.4,45651,0.7,64854,1.0,1876,0.0,569,0.0,276,0.0,265,0.0,766,0.0,267875,4.1,180738,2.7,73393,1.1,19404,0.3,33904,0.5,4384,0.1,6605058,6605058,5475603,82.9,552119,8.4,44143,0.7,413194,6.3,8096,0.1,303831,4.6,6605058,6605058,655863,9.9,40000,0.6,275679,4.2,12260,0.2,327924
23,Michigan,9886095,7841011,79.3,1385154,14.0,54881,0.6,3714,0.0,22550,0.2,370,0.0,724,0.0,251175,2.5,83066,0.8,46462,0.5,26003,0.3,11909,0.1,24362,0.2,17156,0.2,42217,0.4,2230,0.0,799,0.0,366,0.0,368,0.0,697,0.0,107676,1.1,243968,2.5,83326,0.8,57833,0.6,36603,0.4,13707,0.1,9886095,9886095,8055231,81.5,1505235,15.2,142001,1.4,300397,3.0,8294,0.1,136318,1.4,9886095,9886095,447594,4.5,334049,3.4,40329,0.4,9548,0.1,63668
24,Minnesota,5347740,4575991,85.6,279944,5.2,57479,1.1,645,0.0,34638,0.6,223,0.0,5872,0.1,222761,4.2,34328,0.6,27056,0.5,9052,0.2,4034,0.1,16608,0.3,25677,0.5,106006,2.0,2259,0.0,749,0.0,243,0.0,520,0.0,747,0.0,77273,1.4,132033,2.5,44018,0.8,30980,0.6,27767,0.5,4426,0.1,5347740,5347740,4695828,87.8,339158,6.3,101088,1.9,257852,4.8,6589,0.1,89331,1.7,5347740,5347740,257144,4.8,181389,3.4,12387,0.2,3973,0.1,59395
25,Mississippi,2976872,1769766,59.5,1106982,37.2,13030,0.4,976,0.0,42,0.0,149,0.0,67,0.0,27646,0.9,5486,0.2,5587,0.2,4004,0.1,978,0.0,2046,0.1,7264,0.2,2281,0.1,274,0.0,153,0.0,56,0.0,23,0.0,42,0.0,24666,0.8,34508,1.2,12501,0.4,9736,0.3,3632,0.1,1923,0.1,2976872,2976872,1800009,60.5,1125039,37.8,26463,0.9,33452,1.1,1075,0.0,28019,0.9,2976872,2976872,81433,2.7,52751,1.8,7606,0.3,2143,0.1,18933
26,Missouri,6007182,4984653,83.0,691128,11.5,22781,0.4,7782,0.1,425,0.0,363,0.0,844,0.0,98962,1.6,22964,0.4,22906,0.4,11645,0.2,3212,0.1,9679,0.2,14628,0.2,13928,0.2,6263,0.1,1223,0.0,585,0.0,1270,0.0,3185,0.1,64155,1.1,139240,2.3,44241,0.7,42544,0.7,21137,0.4,6359,0.1,6007182,6007182,5109530,85.1,752072,12.5,78309,1.3,126992,2.1,11366,0.2,76540,1.3,6007182,6007182,219705,3.7,154099,2.6,13053,0.2,5751,0.1,46802
27,Montana,998554,893032,89.4,4038,0.4,64426,6.5,917,0.1,3036,0.3,456,0.0,5502,0.6,6246,0.6,559,0.1,1328,0.1,1325,0.1,882,0.1,981,0.1,234,0.0,937,0.1,676,0.1,482,0.0,54,0.0,52,0.0,88,0.0,5841,0.6,24295,2.4,2794,0.3,13399,1.3,3503,0.4,322,0.0,998554,998554,916356,91.8,8023,0.8,79428,8.0,11370,1.1,2176,0.2,7517,0.8,998554,998554,30490,3.1,21615,2.2,1227,0.1,573,0.1,7075
28,Nebraska,1841625,1624312,88.2,84228,4.6,16408,0.9,512,0.0,162,0.0,393,0.0,3977,0.2,34144,1.9,5629,0.3,5635,0.3,2411,0.1,1313,0.1,2810,0.2,8623,0.5,7723,0.4,1254,0.1,378,0.0,286,0.0,106,0.0,484,0.0,41346,2.2,39933,2.2,11623,0.6,9499,0.5,6347,0.3,2349,0.1,1841625,1841625,1659558,90.1,101320,5.5,31318,1.7,42902,2.3,2834,0.2,47177,2.6,1841625,1841625,173903,9.4,135620,7.4,3803,0.2,2237,0.1,32243
29,Nevada,2730066,1948808,71.4,224424,8.2,29446,1.1,1264,0.0,549,0.0,1933,0.1,822,0.0,202157,7.4,9884,0.4,33255,1.2,103288,3.8,10320,0.4,13683,0.5,11085,0.4,20642,0.8,16841,0.6,6386,0.2,3113,0.1,3995,0.1,3347,0.1,200115,7.3,108275,4.0,21176,0.8,14738,0.5,26497,1.0,2665,0.1,2730066,2730066,2036644,74.6,258381,9.5,52327,1.9,249732,9.1,34230,1.3,218812,8.0,2730066,2730066,734097,26.9,569584,20.9,22110,0.8,22458,0.8,119945
30,New Hampshire,1319171,1240404,94.0,16011,1.2,2588,0.2,88,0.0,21,0.0,50,0.0,8,0.0,29337,2.2,8301,0.6,6686,0.5,1953,0.1,709,0.1,2397,0.2,2615,0.2,6676,0.5,214,0.0,28,0.0,92,0.0,21,0.0,73,0.0,8788,0.7,21829,1.7,5537,0.4,6646,0.5,5523,0.4,276,0.0,1319171,1319171,1260829,95.6,23209,1.8,10573,0.8,36166,2.7,1040,0.1,10787,0.8,1319171,1319171,38817,2.9,10247,0.8,11870,0.9,1667,0.1,15033
31,New Jersey,8832406,6108784,69.2,1197753,13.6,20482,0.2,1344,0.0,102,0.0,108,0.0,302,0.0,756668,8.6,312436,3.5,139733,1.6,114667,1.3,13831,0.2,91870,1.0,24717,0.3,59414,0.7,2610,0.0,611,0.0,394,0.0,157,0.0,1448,0.0,528846,6.0,217263,2.5,66443,0.8,20214,0.2,40316,0.5,8974,0.1,8832406,8832406,6280434,71.1,1304515,14.8,63292,0.7,820523,9.3,10430,0.1,587522,6.7,8832406,8832406,1603510,18.2,222127,2.5,453430,5.1,88319,1.0,839634
32,New Mexico,2069706,1511087,73.0,42196,2.0,189953,9.2,1546,0.1,477,0.0,112882,5.5,906,0.0,28034,1.4,4031,0.2,5747,0.3,5170,0.2,2472,0.1,2187,0.1,5133,0.2,3294,0.2,1477,0.1,500,0.0,460,0.0,281,0.0,236,0.0,233341,11.3,63618,3.1,8835,0.4,16845,0.8,7412,0.4,2002,0.1,2069706,2069706,1565526,75.6,56788,2.7,214432,10.4,39080,1.9,3923,0.2,257184,12.4,2069706,2069706,966268,46.7,605829,29.3,6976,0.3,4481,0.2,348982
33,New York,19487053,12779326,65.6,3042152,15.6,72740,0.4,3785,0.0,415,0.0,261,0.0,408,0.0,1479326,7.6,328935,1.7,615101,3.2,111954,0.6,38179,0.2,136378,0.7,29323,0.2,219456,1.1,7365,0.0,2328,0.0,1252,0.0,774,0.0,3011,0.0,1595715,8.2,510429,2.6,140171,0.7,51720,0.3,84591,0.4,20116,0.1,19487053,19487053,13164076,67.6,3294586,16.9,178793,0.9,1622048,8.3,23654,0.1,1756353,9.0,19487053,19487053,3488083,17.9,456898,2.3,1116244,5.7,73921,0.4,1841020
34,North Carolina,9651380,6727690,69.7,2068726,21.4,111733,1.2,15037,0.2,419,0.0,584,0.0,507,0.0,221392,2.3,61764,0.6,37266,0.4,19131,0.2,6113,0.1,21575,0.2,29711,0.3,45832,0.5,5390,0.1,1745,0.0,1247,0.0,667,0.0,1731,0.0,297514,3.1,218935,2.3,70930,0.7,41667,0.4,29688,0.3,17408,0.2,9651380,9651380,6909415,71.6,2184904,22.6,187997,1.9,265186,2.7,13191,0.1,330473,3.4,9651380,9651380,824868,8.5,504479,5.2,77153,0.8,19883,0.2,223353
35,North Dakota,689781,618098,89.6,9273,1.3,36659,5.3,62,0.0,15160,2.2,179,0.0,11230,1.6,7362,1.1,1604,0.2,1476,0.2,750,0.1,405,0.1,466,0.1,1200,0.2,1461,0.2,332,0.0,100,0.0,96,0.0,23,0.0,113,0.0,4531,0.7,13526,2.0,2679,0.4,6466,0.9,2026,0.3,290,0.0,689781,689781,630961,91.5,12676,1.8,43966,6.4,9888,1.4,882,0.1,5614,0.8,689781,689781,16054,2.3,12169,1.8,1132,0.2,201,0.0,2552
36,Ohio,11549590,9569431,82.9,1402897,12.1,20709,0.2,5167,0.0,954,0.0,391,0.0,760,0.0,201394,1.7,65664,0.6,49284,0.4,17376,0.2,9747,0.1,16560,0.1,14138,0.1,28625,0.2,2402,0.0,1040,0.0,421,0.0,156,0.0,785,0.0,93753,0.8,259004,2.2,119753,1.0,48248,0.4,32973,0.3,9093,0.1,11549590,11549590,9805297,84.9,1556296,13.5,93464,0.8,248212,2.1,9307,0.1,117724,1.0,11549590,11549590,367394,3.2,185376,1.6,99816,0.9,8040,0.1,74162
37,Oklahoma,3785742,2783609,73.5,273421,7.2,266509,7.0,97856,2.6,451,0.0,1093,0.0,989,0.0,68161,1.8,11267,0.3,9633,0.3,6124,0.2,2236,0.1,6382,0.2,17636,0.5,14883,0.4,4283,0.1,971,0.0,602,0.0,468,0.0,2242,0.1,95783,2.5,293976,7.8,29863,0.8,202659,5.4,13395,0.4,16678,0.4,3785742,3785742,3052747,80.6,333407,8.8,499537,13.2,88023,2.3,8479,0.2,111695,3.0,3785742,3785742,345139,9.1,286884,7.6,12384,0.3,2137,0.1,43734
38,Oregon,3868721,3297149,85.2,70328,1.8,47411,1.2,3709,0.1,1584,0.0,793,0.0,1456,0.0,147986,3.8,15830,0.4,34387,0.9,16072,0.4,12879,0.3,16203,0.4,29946,0.8,22669,0.6,14993,0.4,3361,0.1,1051,0.0,1974,0.1,8607,0.2,145000,3.7,145854,3.8,19960,0.5,51641,1.3,33073,0.9,2148,0.1,3868721,3868721,3430808,88.7,100536,2.6,110373,2.9,195366,5.0,28011,0.7,163794,4.2,3868721,3868721,461901,11.9,393998,10.2,9752,0.3,4610,0.1,53541
39,Pennsylvania,12731381,10467433,82.2,1385799,10.9,20258,0.2,2884,0.0,290,0.0,368,0.0,683,0.0,363967,2.9,107857,0.8,89818,0.7,22564,0.2,6767,0.1,38496,0.3,43953,0.3,54512,0.4,3510,0.0,1417,0.0,348,0.0,460,0.0,1285,0.0,246840,1.9,243574,1.9,102186,0.8,31787,0.2,36356,0.3,10897,0.1,12731381,12731381,10675840,83.9,1526403,12.0,76866,0.6,415885,3.3,12729,0.1,286036,2.2,12731381,12731381,753701,5.9,131131,1.0,394973,3.1,19605,0.2,207992
40,Rhode Island,1051695,855594,81.4,66569,6.3,4616,0.4,360,0.0,3,0.0,44,0.0,14,0.0,32384,3.1,4064,0.4,7743,0.7,3549,0.3,559,0.1,1739,0.2,1439,0.1,13291,1.3,383,0.0,112,0.0,175,0.0,0,0.0,96,0.0,64602,6.1,27547,2.6,8113,0.8,3480,0.3,4351,0.4,2228,0.2,1051695,1051695,876853,83.4,81306,7.7,12490,1.2,37959,3.6,1345,0.1,71666,6.8,1051695,1051695,135317,12.9,9667,0.9,33051,3.1,1855,0.2,90744
41,South Carolina,4679602,3144146,67.2,1298534,27.7,14732,0.3,3867,0.1,153,0.0,85,0.0,365,0.0,61097,1.3,13624,0.3,11906,0.3,10302,0.2,2540,0.1,5430,0.1,6801,0.1,10494,0.2,2128,0.0,569,0.0,541,0.0,122,0.0,896,0.0,74130,1.6,84835,1.8,33553,0.7,16781,0.4,11266,0.2,4504,0.1,4679602,4679602,3216916,68.7,1344707,28.7,40184,0.9,78511,1.7,4963,0.1,84351,1.8,4679602,4679602,241448,5.2,140423,3.0,30581,0.7,6716,0.1,63728
42,South Dakota,825198,706667,85.6,11531,1.4,71766,8.7,255,0.0,961,0.1,282,0.0,62599,7.6,8597,1.0,1052,0.1,1772,0.2,810,0.1,162,0.0,1128,0.1,972,0.1,2701,0.3,226,0.0,60,0.0,52,0.0,59,0.0,55,0.0,7214,0.9,19197,2.3,3217,0.4,10841,1.3,1541,0.2,603,0.1,825198,825198,724354,87.8,16261,2.0,84533,10.2,10757,1.3,733,0.1,8713,1.1,825198,825198,24598,3.0,15867,1.9,1571,0.2,413,0.1,6747
43,Tennessee,6402387,5007014,78.2,1073534,16.8,16604,0.3,5015,0.1,255,0.0,147,0.0,439,0.0,95801,1.5,23211,0.4,16149,0.3,9132,0.1,4007,0.1,10659,0.2,12745,0.2,19898,0.3,3110,0.0,883,0.0,852,0.0,450,0.0,925,0.0,93081,1.5,113243,1.8,38202,0.6,33877,0.5,15082,0.2,3881,0.1,6402387,6402387,5110537,79.8,1124111,17.6,59620,0.9,116393,1.8,6286,0.1,106071,1.7,6402387,6402387,300159,4.7,199217,3.1,22827,0.4,9602,0.1,68513
44,Texas,25639373,19075100,74.4,3030970,11.8,129219,0.5,16675,0.1,1207,0.0,2789,0.0,2085,0.0,1019260,4.0,266841,1.0,170446,0.7,108634,0.4,19053,0.1,70506,0.3,227000,0.9,156780,0.6,20974,0.1,6336,0.0,6322,0.0,2369,0.0,5947,0.0,1773524,6.9,590326,2.3,133670,0.5,125366,0.5,93150,0.4,20245,0.1,25639373,25639373,19580511,76.4,3236369,12.6,304987,1.2,1163272,4.5,43401,0.2,1938336,7.6,25639373,25639373,9717727,37.9,8519678,33.2,145425,0.6,50586,0.2,1002038
45,Utah,2813673,2487467,88.4,31101,1.1,31696,1.1,1040,0.0,243,0.0,16113,0.6,531,0.0,58150,2.1,6063,0.2,12735,0.5,6265,0.2,6705,0.2,6316,0.2,7362,0.3,12704,0.5,26145,0.9,2398,0.1,490,0.0,9280,0.3,13977,0.5,112795,4.0,66319,2.4,9439,0.3,12861,0.5,16383,0.6,731,0.0,2813673,2813673,2548060,90.6,44294,1.6,48024,1.7,80873,2.9,37453,1.3,126274,4.5,2813673,2813673,368552,13.1,275095,9.8,7215,0.3,2333,0.1,83909
