,State,HC01_VC43,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC77,HC03_VC77,HC01_VC78,HC03_VC78,HC01_VC79,HC03_VC79,HC01_VC80,HC03_VC80,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC87,HC03_VC87,HC01_VC88,HC03_VC88,HC01_VC89,HC03_VC89,HC01_VC90,HC03_VC90,HC01_VC91,HC03_VC91,HC01_VC92
41,South Carolina,4834605,3252252,67.3,1322368,27.4,15417,0.3,3205,0.1,350,0.0,197,0.0,357,0.0,68553,1.4,15605,0.3,13516,0.3,11228,0.2,2291,0.0,6033,0.1,7535,0.2,12345,0.3,2784,0.1,520,0.0,865,0.0,311,0.0,1088,0.0,73149,1.5,100082,2.1,40812,0.8,18415,0.4,13775,0.3,5672,0.1,4834605,4834605,3338164,69.0,1379227,28.5,44677,0.9,88898,1.8,5717,0.1,84843,1.8,4834605,4834605,258361,5.3,145551,3.0,33767,0.7,7514,0.2,71529
42,South Dakota,851058,721410,84.8,14078,1.7,74187,8.7,196,0.0,727,0.1,350,0.0,63626,7.5,11351,1.3,1055,0.1,2143,0.3,1396,0.2,253,0.0,1007,0.1,878,0.1,4619,0.5,313,0.0,62,0.0,109,0.0,55,0.0,87,0.0,7480,0.9,22239,2.6,4483,0.5,11538,1.4,2144,0.3,706,0.1,851058,851058,742183,87.2,20025,2.4,87437,10.3,14449,1.7,1221,0.1,8998,1.1,851058,851058,29187,3.4,18918,2.2,1917,0.2,603,0.1,7749
43,Tennessee,6548009,5096733,77.8,1100577,16.8,18757,0.3,5859,0.1,324,0.0,181,0.0,514,0.0,105368,1.6,27289,0.4,17221,0.3,10918,0.2,4870,0.1,11159,0.2,11719,0.2,22192,0.3,3299,0.1,828,0.0,725,0.0,816,0.0,930,0.0,90065,1.4,133210,2.0,48914,0.7,36145,0.6,18782,0.3,3565,0.1,6548009,6548009,5218121,79.7,1163162,17.8,64236,1.0,132015,2.0,8900,0.1,103505,1.6,6548009,6548009,327345,5.0,210364,3.2,27979,0.4,11253,0.2,77749
44,Texas,26956435,20174403,74.8,3221133,11.9,128145,0.5,16147,0.1,928,0.0,3908,0.0,2226,0.0,1175423,4.4,331510,1.2,195903,0.7,122973,0.5,21211,0.1,70883,0.3,242524,0.9,190419,0.7,22248,0.1,6599,0.0,5673,0.0,3615,0.0,6361,0.0,1561683,5.8,673400,2.5,166393,0.6,142519,0.5,118773,0.4,22989,0.1,26956435,26956435,20750895,77.0,3474270,12.9,328743,1.2,1352928,5.0,48675,0.2,1721788,6.4,26956435,26956435,10413150,38.6,9060076,33.6,174369,0.6,67656,0.3,1111049
45,Utah,2948427,2572595,87.3,32512,1.1,31686,1.1,743,0.0,143,0.0,15406,0.5,779,0.0,66039,2.2,8632,0.3,13831,0.5,6804,0.2,6883,0.2,6332,0.2,7840,0.3,15717,0.5,26411,0.9,2157,0.1,348,0.0,8891,0.3,15015,0.5,141374,4.8,77810,2.6,11141,0.4,14466,0.5,19974,0.7,707,0.0,2948427,2948427,2643710,89.7,47984,1.6,51286,1.7,93729,3.2,41349,1.4,155637,5.3,2948427,2948427,397915,13.5,291895,9.9,8678,0.3,2418,0.1,94924
46,Vermont,626249,592965,94.7,7404,1.2,1984,0.3,162,0.0,41,0.0,0,0.0,41,0.0,9212,1.5,1402,0.2,2167,0.3,689,0.1,385,0.1,1057,0.2,923,0.1,2589,0.4,206,0.0,107,0.0,39,0.0,5,0.0,55,0.0,2309,0.4,12169,1.9,2151,0.3,5323,0.8,2782,0.4,177,0.0,626249,626249,604449,96.5,10504,1.7,8202,1.3,12537,2.0,686,0.1,2859,0.5,626249,626249,10900,1.7,3480,0.6,2807,0.4,576,0.1,4037
47,Virginia,8310301,5712958,68.7,1596352,19.2,21948,0.3,3564,0.0,363,0.0,387,0.0,427,0.0,502878,6.1,125396,1.5,71837,0.9,72606,0.9,11434,0.1,69101,0.8,60174,0.7,92330,1.1,5494,0.1,1531,0.0,1934,0.0,924,0.0,1105,0.0,190972,2.3,279699,3.4,88401,1.1,31080,0.4,75149,0.9,12917,0.2,8310301,8310301,5949652,71.6,1732611,20.8,82256,1.0,608265,7.3,17364,0.2,224988,2.7,8310301,8310301,725092,8.7,171758,2.1,95249,1.1,19306,0.2,438779
48,Washington,7073146,5470566,77.3,256990,3.6,94026,1.3,3971,0.1,2325,0.0,1467,0.0,2730,0.0,552032,7.8,88139,1.2,118195,1.7,95420,1.3,37643,0.5,62911,0.9,71547,1.0,78177,1.1,44870,0.6,6924,0.1,10063,0.1,12976,0.2,14907,0.2,276959,3.9,377703,5.3,71097,1.0,82841,1.2,106595,1.5,8619,0.1,7073146,7073146,5803653,82.1,370996,5.2,212011,3.0,705221,10.0,82547,1.2,318482,4.5,7073146,7073146,854275,12.1,687634,9.7,31425,0.4,8641,0.1,126575
49,West Virginia,1846092,1725411,93.5,63305,3.4,3281,0.2,1557,0.1,22,0.0,15,0.0,125,0.0,13990,0.8,3238,0.2,3461,0.2,2461,0.1,616,0.0,1245,0.1,1287,0.1,1682,0.1,648,0.0,294,0.0,45,0.0,141,0.0,168,0.0,5731,0.3,33726,1.8,12437,0.7,11997,0.6,3623,0.2,1049,0.1,1846092,1846092,1756930,95.2,79041,4.3,18238,1.0,18835,1.0,1714,0.1,7406,0.4,1846092,1846092,26247,1.4,11585,0.6,5059,0.3,1273,0.1,8330
50,Wisconsin,5754798,4961193,86.2,361730,6.3,51459,0.9,924,0.0,15939,0.3,234,0.0,707,0.0,148077,2.6,27326,0.5,22082,0.4,8825,0.2,2892,0.1,8821,0.2,5323,0.1,72808,1.3,1378,0.0,466,0.0,366,0.0,252,0.0,294,0.0,105038,1.8,125923,2.2,43149,0.7,30652,0.5,20629,0.4,3687,0.1,5754798,5754798,5076147,88.2,418639,7.3,93303,1.6,175007,3.0,5528,0.1,121328,2.1,5754798,5754798,371205,6.5,269628,4.7,54613,0.9,4557,0.1,42407
51,Wyoming,583029,531851,91.2,6435,1.1,13033,2.2,134,0.0,204,0.0,502,0.1,909,0.2,5385,0.9,704,0.1,1068,0.2,1313,0.2,594,0.1,508,0.1,417,0.1,781,0.1,391,0.1,46,0.0,161,0.0,140,0.0,44,0.0,10403,1.8,15531,2.7,2734,0.5,7039,1.2,1887,0.3,144,0.0,583029,583029,546173,93.7,10117,1.7,21137,3.6,8206,1.4,1399,0.2,12603,2.2,583029,583029,56386,9.7,42915,7.4,1086,0.2,398,0.1,11987
52,Puerto Rico,3529385,2448085,69.4,320087,9.1,11814,0.3,0,0.0,0,0.0,8,0.0,0,0.0,9574,0.3,6271,0.2,1765,0.1,153,0.0,210,0.0,72,0.0,367,0.0,736,0.0,182,0.0,85,0.0,24,0.0,52,0.0,21,0.0,474879,13.5,264764,7.5,225808,6.4,3624,0.1,619,0.0,1456,0.0,3529385,3529385,2703964,76.6,565829,16.0,30509,0.9,11760,0.3,577,0.0,495676,14.0,3529385,3529385,3492166,98.9,12419,0.4,3381643,95.8,14405,0.4,83699
