,State,HC01_VC43,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC77,HC03_VC77,HC01_VC78,HC03_VC78,HC01_VC79,HC03_VC79,HC01_VC80,HC03_VC80,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC87,HC03_VC87,HC01_VC88,HC03_VC88,HC01_VC89,HC03_VC89,HC01_VC90,HC03_VC90,HC01_VC91,HC03_VC91,HC01_VC92
11,Georgia,10006693,6025691,60.2,3096757,30.9,25887,0.3,6231,0.1,243,0.0,219,0.0,217,0.0,360448,3.6,111111,1.1,57124,0.6,20891,0.2,8179,0.1,54364,0.5,50609,0.5,58170,0.6,4704,0.0,1399,0.0,789,0.0,1032,0.0,1484,0.0,279403,2.8,213803,2.1,75013,0.7,30822,0.3,35958,0.4,9207,0.1,10006693,10006693,6201600,62.0,3212824,32.1,80271,0.8,418415,4.2,12893,0.1,312943,3.1,10006693,10006693,915120,9.1,548982,5.5,86792,0.9,31175,0.3,248171
12,Hawaii,1406299,357164,25.4,28688,2.0,3012,0.2,491,0.0,22,0.0,311,0.0,78,0.0,530551,37.7,2338,0.2,57134,4.1,202501,14.4,182295,13.0,23017,1.6,9795,0.7,53471,3.8,138901,9.9,87000,6.2,2576,0.2,15791,1.1,33534,2.4,14864,1.1,333119,23.7,5232,0.4,9425,0.7,70395,5.0,1468,0.1,1406299,1406299,604474,43.0,48863,3.5,32989,2.3,788539,56.1,363422,25.8,34848,2.5,1406299,1406299,139251,9.9,41588,3.0,47911,3.4,2055,0.1,47697
13,Idaho,1616547,1482914,91.7,9900,0.6,20504,1.3,1115,0.1,564,0.0,662,0.0,694,0.0,21711,1.3,2301,0.1,5048,0.3,3595,0.2,2824,0.2,2173,0.1,1452,0.1,4318,0.3,1921,0.1,547,0.0,422,0.0,188,0.0,764,0.0,38371,2.4,41226,2.6,5779,0.4,14596,0.9,10256,0.6,500,0.0,1616547,1616547,1522014,94.2,17547,1.1,37946,2.3,34237,2.1,4791,0.3,44051,2.7,1616547,1616547,191314,11.8,166554,10.3,3614,0.2,870,0.1,20276
14,Illinois,12873761,9312771,72.3,1846108,14.3,28363,0.2,3081,0.0,1307,0.0,305,0.0,886,0.0,645642,5.0,215703,1.7,123233,1.0,120321,0.9,17736,0.1,62873,0.5,25918,0.2,79858,0.6,3407,0.0,1023,0.0,1048,0.0,388,0.0,948,0.0,747933,5.8,289537,2.2,86839,0.7,38416,0.3,65296,0.5,10361,0.1,12873761,12873761,9558427,74.2,1972360,15.3,92173,0.7,735368,5.7,13375,0.1,810571,6.3,12873761,12873761,2122841,16.5,1685953,13.1,198272,1.5,25518,0.2,213098
15,Indiana,6568645,5529201,84.2,603014,9.2,14793,0.2,3241,0.0,692,0.0,331,0.0,579,0.0,121729,1.9,34121,0.5,29322,0.4,12064,0.2,4928,0.1,9963,0.2,7704,0.1,23627,0.4,2285,0.0,694,0.0,625,0.0,388,0.0,578,0.0,152022,2.3,145601,2.2,61336,0.9,28862,0.4,20561,0.3,3596,0.1,6568645,6568645,5661699,86.2,678881,10.3,54186,0.8,149198,2.3,5974,0.1,172970,2.6,6568645,6568645,421206,6.4,317115,4.8,35528,0.5,5228,0.1,63335
16,Iowa,3093526,2820046,91.2,97788,3.2,9977,0.3,675,0.0,430,0.0,122,0.0,1467,0.0,62997,2.0,13139,0.4,12559,0.4,4059,0.1,1448,0.0,6291,0.2,9067,0.3,16434,0.5,1882,0.1,510,0.0,206,0.0,240,0.0,926,0.0,39872,1.3,60964,2.0,24936,0.8,13323,0.4,10726,0.3,1242,0.0,3093526,3093526,2877408,93.0,127485,4.1,26907,0.9,76330,2.5,3729,0.1,46232,1.5,3093526,3093526,168230,5.4,131476,4.3,5879,0.2,1959,0.1,28916
17,Kansas,2892987,2464566,85.2,168402,5.8,24022,0.8,5305,0.2,299,0.0,1365,0.0,1057,0.0,75653,2.6,14992,0.5,13597,0.5,5709,0.2,2131,0.1,4727,0.2,16467,0.6,18030,0.6,1796,0.1,393,0.0,481,0.0,367,0.0,555,0.0,63183,2.2,95365,3.3,30772,1.1,28814,1.0,12377,0.4,3251,0.1,2892987,2892987,2551542,88.2,209987,7.3,61363,2.1,93239,3.2,5063,0.2,74298,2.6,2892987,2892987,323218,11.2,271112,9.4,10502,0.4,3712,0.1,37892
18,Kentucky,4397353,3851591,87.6,347034,7.9,9063,0.2,2945,0.1,336,0.0,291,0.0,209,0.0,55483,1.3,13068,0.3,10420,0.2,5368,0.1,4327,0.1,4594,0.1,6071,0.1,11635,0.3,2197,0.0,732,0.0,368,0.0,525,0.0,572,0.0,41149,0.9,90836,2.1,43194,1.0,17614,0.4,11347,0.3,2225,0.1,4397353,4397353,3935181,89.5,400648,9.1,32682,0.7,70726,1.6,4768,0.1,50247,1.1,4397353,4397353,143481,3.3,83848,1.9,14238,0.3,12143,0.3,33252
19,Louisiana,4625253,2902538,62.8,1484363,32.1,27238,0.6,3034,0.1,48,0.0,364,0.0,232,0.0,77818,1.7,10475,0.2,12087,0.3,7290,0.2,1376,0.0,3967,0.1,33378,0.7,9245,0.2,1824,0.0,478,0.0,446,0.0,444,0.0,456,0.0,47595,1.0,83877,1.8,28493,0.6,20159,0.4,10029,0.2,5117,0.1,4625253,4625253,2974719,64.3,1528695,33.1,59279,1.3,92981,2.0,4273,0.1,58349,1.3,4625253,4625253,218263,4.7,86776,1.9,13961,0.3,11475,0.2,106051
20,Maine,1329100,1262026,95.0,15037,1.1,7811,0.6,117,0.0,139,0.0,34,0.0,113,0.0,14590,1.1,2006,0.2,3386,0.3,2241,0.2,716,0.1,1174,0.1,2029,0.2,3038,0.2,187,0.0,62,0.0,58,0.0,23,0.0,44,0.0,3151,0.2,26298,2.0,5351,0.4,12729,1.0,4877,0.4,344,0.0,1329100,1329100,1287149,96.8,21999,1.7,22021,1.7,20520,1.5,989,0.1,4184,0.3,1329100,1329100,19447,1.5,5709,0.4,5708,0.4,967,0.1,7063
21,Maryland,5930538,3416107,57.6,1750916,29.5,15579,0.3,1919,0.0,270,0.0,442,0.0,161,0.0,357616,6.0,87575,1.5,79950,1.3,50252,0.8,7226,0.1,49308,0.8,27160,0.5,56145,0.9,2754,0.0,916,0.0,687,0.0,345,0.0,806,0.0,211914,3.6,175652,3.0,59363,1.0,18457,0.3,37561,0.6,10786,0.2,5930538,5930538,3558054,60.0,1848257,31.2,58236,1.0,415223,7.0,9523,0.2,234973,4.0,5930538,5930538,533671,9.0,95779,1.6,48295,0.8,12746,0.2,376851
22,Massachusetts,6705586,5334859,79.6,478947,7.1,13189,0.2,974,0.0,131,0.0,135,0.0,163,0.0,400675,6.0,86775,1.3,149236,2.2,12219,0.2,10119,0.2,26421,0.4,47240,0.7,68665,1.0,1644,0.0,624,0.0,349,0.0,184,0.0,487,0.0,281595,4.2,194677,2.9,79023,1.2,20130,0.3,38916,0.6,4419,0.1,6705586,6705586,5505449,82.1,583006,8.7,45803,0.7,451743,6.7,8915,0.1,318379,4.7,6705586,6705586,707928,10.6,42031,0.6,297089,4.4,12231,0.2,356577
23,Michigan,9900571,7823875,79.0,1381388,14.0,53951,0.5,3258,0.0,22118,0.2,274,0.0,692,0.0,268766,2.7,90301,0.9,52254,0.5,25716,0.3,11326,0.1,26373,0.3,17231,0.2,45565,0.5,2083,0.0,909,0.0,305,0.0,267,0.0,602,0.0,109184,1.1,261324,2.6,90883,0.9,61280,0.6,42356,0.4,13330,0.1,9900571,9900571,8055451,81.4,1509779,15.2,144952,1.5,325398,3.3,9443,0.1,136914,1.4,9900571,9900571,467021,4.7,343997,3.5,43770,0.4,10158,0.1,69096
24,Minnesota,5419171,4594367,84.8,299176,5.5,56561,1.0,569,0.0,33695,0.6,203,0.0,6111,0.1,240786,4.4,38200,0.7,29126,0.5,10003,0.2,3928,0.1,16034,0.3,27307,0.5,116188,2.1,1970,0.0,653,0.0,237,0.0,384,0.0,696,0.0,82085,1.5,144226,2.7,47684,0.9,34206,0.6,31564,0.6,4089,0.1,5419171,5419171,4726169,87.2,362258,6.7,103666,1.9,281009,5.2,6873,0.1,94521,1.7,5419171,5419171,270984,5.0,189743,3.5,13075,0.2,4098,0.1,64068
25,Mississippi,2988081,1768174,59.2,1116457,37.4,12896,0.4,766,0.0,48,0.0,162,0.0,22,0.0,28900,1.0,6077,0.2,5290,0.2,3838,0.1,1207,0.0,1997,0.1,7753,0.3,2738,0.1,409,0.0,141,0.0,90,0.0,48,0.0,130,0.0,25911,0.9,35334,1.2,14098,0.5,7548,0.3,4112,0.1,1641,0.1,2988081,2988081,1798727,60.2,1136159,38.0,23962,0.8,35682,1.2,2014,0.1,29701,1.0,2988081,2988081,86507,2.9,56379,1.9,8745,0.3,1619,0.1,19764
26,Missouri,6045448,4995527,82.6,697022,11.5,24951,0.4,8469,0.1,469,0.0,278,0.0,1080,0.0,106537,1.8,24620,0.4,24331,0.4,12785,0.2,3002,0.0,9964,0.2,15300,0.3,16535,0.3,6161,0.1,1568,0.0,754,0.0,1399,0.0,2440,0.0,67605,1.1,147645,2.4,49150,0.8,40070,0.7,22870,0.4,5792,0.1,6045448,6045448,5127616,84.8,764195,12.6,78508,1.3,138017,2.3,12717,0.2,82027,1.4,6045448,6045448,233046,3.9,160338,2.7,15117,0.3,6468,0.1,51123
27,Montana,1014699,904977,89.2,4757,0.5,65693,6.5,614,0.1,2761,0.3,654,0.1,5264,0.5,7187,0.7,532,0.1,1628,0.2,1302,0.1,1098,0.1,1364,0.1,287,0.0,976,0.1,848,0.1,605,0.1,32,0.0,91,0.0,120,0.0,5460,0.5,25777,2.5,3403,0.3,14206,1.4,3728,0.4,419,0.0,1014699,1014699,929666,91.6,9493,0.9,81695,8.1,12403,1.2,2224,0.2,6918,0.7,1014699,1014699,33622,3.3,23385,2.3,2233,0.2,638,0.1,7366
28,Nebraska,1869365,1647551,88.1,88195,4.7,16319,0.9,541,0.0,116,0.0,455,0.0,4508,0.2,38066,2.0,6497,0.3,6014,0.3,2340,0.1,1323,0.1,2835,0.2,9168,0.5,9889,0.5,1280,0.1,414,0.0,323,0.0,142,0.0,401,0.0,36359,1.9,41595,2.2,13655,0.7,10101,0.5,7254,0.4,1431,0.1,1869365,1869365,1685456,90.2,106051,5.7,30206,1.6,47471,2.5,3282,0.2,41432,2.2,1869365,1869365,186268,10.0,144416,7.7,4243,0.2,3651,0.2,33958
29,Nevada,2798636,1929661,69.0,235721,8.4,31393,1.1,1186,0.0,529,0.0,2062,0.1,772,0.0,214846,7.7,11206,0.4,33838,1.2,109846,3.9,10446,0.4,14429,0.5,11630,0.4,23451,0.8,17942,0.6,6668,0.2,3841,0.1,3820,0.1,3613,0.1,246138,8.8,122935,4.4,23927,0.9,14831,0.5,32397,1.2,3039,0.1,2798636,2798636,2028300,72.5,275460,9.8,55498,2.0,271325,9.7,36054,1.3,267951,9.6,2798636,2798636,770553,27.5,590272,21.1,24374,0.9,23880,0.9,132027
30,New Hampshire,1324201,1241313,93.7,17439,1.3,2238,0.2,179,0.0,34,0.0,14,0.0,27,0.0,31364,2.4,9590,0.7,7103,0.5,2389,0.2,738,0.1,2284,0.2,2020,0.2,7240,0.5,228,0.0,94,0.0,54,0.0,54,0.0,26,0.0,7273,0.5,24346,1.8,6154,0.5,7113,0.5,6355,0.5,254,0.0,1324201,1324201,1264353,95.5,25267,1.9,10823,0.8,38955,2.9,1152,0.1,9771,0.7,1324201,1324201,42141,3.2,10002,0.8,12729,1.0,1730,0.1,17680
31,New Jersey,8904413,6083940,68.3,1202300,13.5,18335,0.2,1209,0.0,93,0.0,122,0.0,212,0.0,804989,9.0,338600,3.8,147715,1.7,118269,1.3,13086,0.1,97265,1.1,24828,0.3,65226,0.7,2808,0.0,654,0.0,609,0.0,192,0.0,1353,0.0,568215,6.4,223826,2.5,67621,0.8,18787,0.2,43494,0.5,9124,0.1,8904413,8904413,6257974,70.3,1314132,14.8,61264,0.7,876171,9.8,12327,0.1,626462,7.0,8904413,8904413,1688008,19.0,231902,2.6,471035,5.3,90069,1.0,895002
32,New Mexico,2084117,1524911,73.2,43738,2.1,190528,9.1,1065,0.1,478,0.0,113473,5.4,942,0.0,28761,1.4,3988,0.2,6804,0.3,5473,0.3,2113,0.1,2092,0.1,4569,0.2,3722,0.2,1276,0.1,569,0.0,280,0.0,155,0.0,272,0.0,226850,10.9,68053,3.3,9232,0.4,16658,0.8,9008,0.4,1935,0.1,2084117,2084117,1579542,75.8,59334,2.8,215596,10.3,45587,2.2,3882,0.2,252501,12.1,2084117,2084117,986972,47.4,639243,30.7,8059,0.4,4589,0.2,335081
33,New York,19673174,12704637,64.6,3070392,15.6,74793,0.4,4014,0.0,464,0.0,280,0.0,316,0.0,1570223,8.0,351953,1.8,660089,3.4,114070,0.6,37552,0.2,133332,0.7,29535,0.2,243692,1.2,6485,0.0,2000,0.0,943,0.0,580,0.0,2962,0.0,1685765,8.6,560879,2.9,154266,0.8,56087,0.3,98862,0.5,22691,0.1,19673174,19673174,13131658,66.7,3344602,17.0,193357,1.0,1733149,8.8,26560,0.1,1853699,9.4,19673174,19673174,3619658,18.4,472979,2.4,1111700,5.7,75349,0.4,1959630
34,North Carolina,9845333,6839831,69.5,2115338,21.5,116143,1.2,16135,0.2,586,0.0,675,0.0,612,0.0,244076,2.5,72627,0.7,42594,0.4,20812,0.2,5899,0.1,19951,0.2,32123,0.3,50070,0.5,6244,0.1,1833,0.0,1348,0.0,727,0.0,2336,0.0,292310,3.0,231391,2.4,81482,0.8,40357,0.4,33259,0.3,15638,0.2,9845333,9845333,7034563,71.5,2241952,22.8,190209,1.9,294535,3.0,14796,0.2,323820,3.3,9845333,9845333,869908,8.8,518249,5.3,87863,0.9,21557,0.2,242239
35,North Dakota,721640,640208,88.7,11872,1.6,38286,5.3,233,0.0,15840,2.2,212,0.0,11150,1.5,8979,1.2,2030,0.3,1701,0.2,1450,0.2,292,0.0,500,0.1,1047,0.1,1959,0.3,304,0.0,127,0.0,122,0.0,8,0.0,47,0.0,5859,0.8,16132,2.2,3238,0.4,7961,1.1,2032,0.3,338,0.0,721640,721640,655444,90.8,16373,2.3,47287,6.6,11728,1.6,1083,0.2,6937,1.0,721640,721640,20569,2.9,14964,2.1,1412,0.2,362,0.1,3831
36,Ohio,11575977,9538328,82.4,1412045,12.2,21646,0.2,5393,0.0,741,0.0,393,0.0,803,0.0,216170,1.9,71128,0.6,53477,0.5,16582,0.1,10351,0.1,16417,0.1,14909,0.1,33306,0.3,3060,0.0,1133,0.0,572,0.0,299,0.0,1056,0.0,97516,0.8,287212,2.5,136900,1.2,47600,0.4,38949,0.3,10704,0.1,11575977,11575977,9799302,84.7,1585347,13.7,96544,0.8,269614,2.3,10872,0.1,123682,1.1,11575977,11575977,390970,3.4,192719,1.7,110348,1.0,8676,0.1,79227
37,Oklahoma,3849733,2813794,73.1,278571,7.2,279276,7.3,106161,2.8,330,0.0,1072,0.0,1118,0.0,74570,1.9,12602,0.3,10490,0.3,6248,0.2,2236,0.1,6113,0.2,19069,0.5,17812,0.5,4701,0.1,1086,0.0,685,0.0,439,0.0,2491,0.1,98885,2.6,299936,7.8,33304,0.9,198810,5.2,14966,0.4,18806,0.5,3849733,3849733,3086220,80.2,345252,9.0,512490,13.3,96584,2.5,8440,0.2,116233,3.0,3849733,3849733,371459,9.6,307212,8.0,13806,0.4,2755,0.1,47686
38,Oregon,3939233,3352941,85.1,72837,1.8,46258,1.2,3605,0.1,1657,0.0,545,0.0,1452,0.0,156695,4.0,18775,0.5,37557,1.0,16901,0.4,13436,0.3,17192,0.4,27059,0.7,25775,0.7,15042,0.4,3845,0.1,1502,0.0,2101,0.1,7594,0.2,132667,3.4,162793,4.1,22111,0.6,58467,1.5,38365,1.0,2171,0.1,3939233,3939233,3501938,88.9,105962,2.7,117337,3.0,210781,5.4,29743,0.8,151789,3.9,3939233,3939233,485646,12.3,411776,10.5,11137,0.3,4659,0.1,58074
39,Pennsylvania,12779559,10430142,81.6,1403143,11.0,23641,0.2,3280,0.0,484,0.0,291,0.0,647,0.0,392595,3.1,114874,0.9,102662,0.8,24680,0.2,7236,0.1,39803,0.3,42642,0.3,60698,0.5,4279,0.0,1864,0.0,353,0.0,451,0.0,1611,0.0,253070,2.0,272689,2.1,113971,0.9,35582,0.3,42931,0.3,11450,0.1,12779559,12779559,10664675,83.5,1561343,12.2,88782,0.7,453749,3.6,14701,0.1,292658,2.3,12779559,12779559,815538,6.4,141431,1.1,422154,3.3,19358,0.2,232595
40,Rhode Island,1053661,854859,81.1,68243,6.5,5106,0.5,425,0.0,17,0.0,37,0.0,7,0.0,34213,3.2,5362,0.5,8765,0.8,2980,0.3,821,0.1,1597,0.2,2177,0.2,12511,1.2,373,0.0,154,0.0,110,0.0,0,0.0,109,0.0,61085,5.8,29782,2.8,8762,0.8,3642,0.3,4829,0.5,2439,0.2,1053661,1053661,877619,83.3,84071,8.0,13132,1.2,40570,3.9,1871,0.2,68578,6.5,1053661,1053661,143788,13.6,10432,1.0,37189,3.5,1593,0.2,94574
41,South Carolina,4777576,3210708,67.2,1315058,27.5,14966,0.3,3200,0.1,167,0.0,79,0.0,320,0.0,66982,1.4,15528,0.3,13058,0.3,10739,0.2,2274,0.0,5920,0.1,7448,0.2,12015,0.3,2588,0.1,584,0.0,738,0.0,198,0.0,1068,0.0,73324,1.5,93950,2.0,37788,0.8,17742,0.4,12229,0.3,5692,0.1,4777576,4777576,3290711,68.9,1367604,28.6,43007,0.9,85855,1.8,5952,0.1,84544,1.8,4777576,4777576,254092,5.3,143684,3.0,34739,0.7,6823,0.1,68846
42,South Dakota,843190,716691,85.0,13133,1.6,72619,8.6,208,0.0,963,0.1,356,0.0,62600,7.4,10152,1.2,1180,0.1,1750,0.2,1326,0.2,161,0.0,1028,0.1,658,0.1,4049,0.5,332,0.0,44,0.0,115,0.0,48,0.0,125,0.0,7940,0.9,22323,2.6,4046,0.5,12547,1.5,2079,0.2,721,0.1,843190,843190,737542,87.5,18708,2.2,86811,10.3,12968,1.5,1039,0.1,9331,1.1,843190,843190,27914,3.3,18242,2.2,1730,0.2,413,0.0,7529
43,Tennessee,6499615,5059894,77.8,1091070,16.8,17802,0.3,5897,0.1,290,0.0,154,0.0,641,0.0,102027,1.6,25668,0.4,17139,0.3,10323,0.2,4313,0.1,10507,0.2,12557,0.2,21520,0.3,3323,0.1,813,0.0,1084,0.0,608,0.0,818,0.0,96739,1.5,128760,2.0,46132,0.7,35874,0.6,18230,0.3,3398,0.1,6499615,6499615,5177822,79.7,1150035,17.7,62985,1.0,127361,2.0,8649,0.1,110209,1.7,6499615,6499615,320090,4.9,205957,3.2,26105,0.4,11257,0.2,76771
44,Texas,26538614,19874610,74.9,3152917,11.9,126493,0.5,16293,0.1,938,0.0,3342,0.0,2040,0.0,1124011,4.2,309002,1.2,189087,0.7,118880,0.4,20260,0.1,71979,0.3,237881,0.9,176922,0.7,21655,0.1,6689,0.0,5435,0.0,2943,0.0,6588,0.0,1585866,6.0,653062,2.5,155268,0.6,139789,0.5,112891,0.4,21850,0.1,26538614,26538614,20431817,77.0,3390604,12.8,321654,1.2,1295773,4.9,48556,0.2,1747949,6.6,26538614,26538614,10196367,38.4,8886716,33.5,163417,0.6,60461,0.2,1085773
45,Utah,2903379,2544735,87.6,31909,1.1,31824,1.1,915,0.0,134,0.0,15674,0.5,525,0.0,64102,2.2,7379,0.3,13195,0.5,7299,0.3,6885,0.2,5836,0.2,8639,0.3,14869,0.5,26147,0.9,2074,0.1,342,0.0,8392,0.3,15339,0.5,129907,4.5,74755,2.6,10447,0.4,13424,0.5,18970,0.7,985,0.0,2903379,2903379,2612623,90.0,46887,1.6,50536,1.7,90554,3.1,40427,1.4,144146,5.0,2903379,2903379,389856,13.4,287428,9.9,7594,0.3,2420,0.1,92414
