,State,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
22,Massachusetts,6512227,5294754,81.3,431907,6.6,12238,0.2,933,0.0,309,0.0,110,0.0,118,0.0,345422,5.3,70394,1.1,126145,1.9,13507,0.2,8693,0.1,24485,0.4,43309,0.7,58889,0.9,1711,0.0,534,0.0,253,0.0,240,0.0,684,0.0,270932,4.2,155263,2.4,62123,1.0,19084,0.3,28018,0.4,4405,0.1,6512227,6512227,5430074,83.4,515330,7.9,41880,0.6,381545,5.9,5368,0.1,302176,4.6,6512227,6512227,606922,9.3,38465,0.6,260144,4.0,10553,0.2,297760
23,Michigan,9920621,7869573,79.3,1395245,14.1,54638,0.6,3871,0.0,22728,0.2,364,0.0,707,0.0,244623,2.5,80261,0.8,47235,0.5,23923,0.2,12350,0.1,25068,0.3,18551,0.2,37235,0.4,2690,0.0,888,0.0,358,0.0,561,0.0,883,0.0,130312,1.3,223540,2.3,74625,0.8,56087,0.6,30054,0.3,13024,0.1,9920621,9920621,8066065,81.3,1502959,15.1,138133,1.4,285137,2.9,7303,0.1,159836,1.6,9920621,9920621,432043,4.4,320885,3.2,36318,0.4,9533,0.1,65307
24,Minnesota,5278190,4556910,86.3,264751,5.0,57271,1.1,937,0.0,35196,0.7,198,0.0,6048,0.1,208315,3.9,31157,0.6,24610,0.5,8591,0.2,4310,0.1,16659,0.3,24164,0.5,98824,1.9,2129,0.0,728,0.0,176,0.0,545,0.0,680,0.0,72079,1.4,116735,2.2,37577,0.7,28745,0.5,23661,0.4,4427,0.1,5278190,5278190,4663179,88.3,316427,6.0,98032,1.9,237825,4.5,5640,0.1,82852,1.6,5278190,5278190,242956,4.6,175394,3.3,11808,0.2,3068,0.1,52686
25,Mississippi,2956700,1767875,59.8,1094596,37.0,13775,0.5,929,0.0,34,0.0,77,0.0,291,0.0,25807,0.9,4819,0.2,5406,0.2,3957,0.1,571,0.0,1669,0.1,7098,0.2,2287,0.1,579,0.0,328,0.0,146,0.0,35,0.0,70,0.0,22642,0.8,31426,1.1,10524,0.4,9947,0.3,2946,0.1,1973,0.1,2956700,2956700,1795444,60.7,1110154,37.5,27361,0.9,30031,1.0,1212,0.0,26138,0.9,2956700,2956700,75626,2.6,51072,1.7,5469,0.2,1876,0.1,17209
26,Missouri,5955802,4957147,83.2,686044,11.5,22509,0.4,6892,0.1,522,0.0,384,0.0,959,0.0,93632,1.6,22525,0.4,20704,0.3,10663,0.2,3061,0.1,9614,0.2,13929,0.2,13136,0.2,5725,0.1,752,0.0,767,0.0,1443,0.0,2763,0.0,60629,1.0,130116,2.2,37136,0.6,46961,0.8,18797,0.3,5506,0.1,5955802,5955802,5075076,85.2,738368,12.4,80902,1.4,118272,2.0,9358,0.2,71443,1.2,5955802,5955802,206777,3.5,145652,2.4,12760,0.2,5029,0.1,43336
27,Montana,982854,881905,89.7,4403,0.4,61399,6.2,862,0.1,3346,0.3,411,0.0,5005,0.5,5999,0.6,523,0.1,1075,0.1,1283,0.1,820,0.1,748,0.1,490,0.0,1060,0.1,664,0.1,349,0.0,153,0.0,91,0.0,71,0.0,5548,0.6,22936,2.3,2114,0.2,13573,1.4,3289,0.3,223,0.0,982854,982854,903925,92.0,7651,0.8,76401,7.8,10403,1.1,1754,0.2,7244,0.7,982854,982854,28368,2.9,20204,2.1,1326,0.1,534,0.1,6304
28,Nebraska,1813061,1600661,88.3,79828,4.4,15858,0.9,381,0.0,310,0.0,327,0.0,3670,0.2,30637,1.7,5240,0.3,5160,0.3,2892,0.2,1496,0.1,3107,0.2,7952,0.4,4790,0.3,1263,0.1,349,0.0,251,0.0,110,0.0,553,0.0,44877,2.5,39937,2.2,10659,0.6,9621,0.5,5942,0.3,3365,0.2,1813061,1813061,1634555,90.2,96831,5.3,32020,1.8,38973,2.1,2135,0.1,51410,2.8,1813061,1813061,159550,8.8,126508,7.0,2870,0.2,1594,0.1,28578
29,Nevada,2673396,1960913,73.3,214360,8.0,29344,1.1,1610,0.1,462,0.0,2285,0.1,554,0.0,190079,7.1,9946,0.4,30573,1.1,96121,3.6,11383,0.4,12542,0.5,9826,0.4,19688,0.7,16391,0.6,6809,0.3,3640,0.1,2768,0.1,3174,0.1,166215,6.2,96094,3.6,17983,0.7,14926,0.6,22494,0.8,2544,0.1,2673396,2673396,2038924,76.3,243605,9.1,51633,1.9,230336,8.6,30960,1.2,183619,6.9,2673396,2673396,698713,26.1,545171,20.4,20913,0.8,19920,0.7,112709
30,New Hampshire,1315911,1241530,94.3,14520,1.1,2688,0.2,226,0.0,33,0.0,48,0.0,8,0.0,27702,2.1,9030,0.7,6105,0.5,1846,0.1,689,0.1,1993,0.2,2549,0.2,5490,0.4,296,0.0,67,0.0,103,0.0,25,0.0,101,0.0,9783,0.7,19392,1.5,4415,0.3,6342,0.5,4527,0.3,312,0.0,1315911,1315911,1259539,95.7,20494,1.6,10191,0.8,33461,2.5,993,0.1,11849,0.9,1315911,1315911,36452,2.8,8387,0.6,11021,0.8,1483,0.1,15561
31,New Jersey,8753064,6095247,69.6,1180649,13.5,20490,0.2,1383,0.0,64,0.0,168,0.0,422,0.0,714890,8.2,286454,3.3,135932,1.6,113309,1.3,13674,0.2,90154,1.0,24737,0.3,50630,0.6,2112,0.0,411,0.0,448,0.0,117,0.0,1136,0.0,547546,6.3,192130,2.2,58540,0.7,19545,0.2,35056,0.4,8434,0.1,8753064,8753064,6247934,71.4,1272687,14.5,59193,0.7,769369,8.8,7732,0.1,600259,6.9,8753064,8753064,1512251,17.3,207069,2.4,438789,5.0,86617,1.0,779776
32,New Mexico,2037136,1467191,72.0,41082,2.0,188613,9.3,1202,0.1,301,0.0,110152,5.4,877,0.0,27214,1.3,3809,0.2,6156,0.3,4557,0.2,2386,0.1,2365,0.1,4238,0.2,3703,0.2,1157,0.1,401,0.0,556,0.0,81,0.0,119,0.0,250192,12.3,61687,3.0,8066,0.4,18050,0.9,6628,0.3,1718,0.1,2037136,2037136,1521082,74.7,54297,2.7,213728,10.5,36512,1.8,2796,0.1,273540,13.4,2037136,2037136,934301,45.9,559515,27.5,6984,0.3,4200,0.2,363602
33,New York,19302448,12768805,66.2,3013740,15.6,67766,0.4,3469,0.0,436,0.0,341,0.0,566,0.0,1415147,7.3,335466,1.7,574870,3.0,110893,0.6,40339,0.2,137503,0.7,32563,0.2,183513,1.0,6706,0.0,2226,0.0,1660,0.0,817,0.0,2003,0.0,1588617,8.2,441667,2.3,123173,0.6,47205,0.2,69231,0.4,19801,0.1,19302448,19302448,13101179,67.9,3239219,16.8,161091,0.8,1530670,7.9,17062,0.1,1726729,8.9,19302448,19302448,3356747,17.4,435820,2.3,1115555,5.8,71778,0.4,1733594
34,North Carolina,9418736,6560948,69.7,2016228,21.4,108960,1.2,13877,0.1,328,0.0,386,0.0,416,0.0,202815,2.2,54722,0.6,34071,0.4,18199,0.2,6284,0.1,20873,0.2,26127,0.3,42539,0.5,4725,0.1,1263,0.0,1452,0.0,537,0.0,1473,0.0,336670,3.6,188390,2.0,58722,0.6,37559,0.4,25614,0.3,16105,0.2,9418736,9418736,6717293,71.3,2114126,22.4,176063,1.9,239276,2.5,10799,0.1,366436,3.9,9418736,9418736,764707,8.1,473528,5.0,69725,0.7,17510,0.2,203944
35,North Dakota,666783,602373,90.3,7231,1.1,35544,5.3,185,0.0,14613,2.2,145,0.0,10435,1.6,6693,1.0,1303,0.2,1735,0.3,789,0.1,567,0.1,473,0.1,886,0.1,940,0.1,348,0.1,138,0.0,42,0.0,30,0.0,138,0.0,3629,0.5,10965,1.6,2105,0.3,5290,0.8,1758,0.3,239,0.0,666783,666783,612819,91.9,9830,1.5,41535,6.2,8883,1.3,852,0.1,4378,0.7,666783,666783,13210,2.0,9955,1.5,1017,0.2,129,0.0,2109
36,Ohio,11525536,9592249,83.2,1395378,12.1,21194,0.2,5892,0.1,912,0.0,318,0.0,844,0.0,190485,1.7,61886,0.5,43519,0.4,18813,0.2,10032,0.1,15784,0.1,14358,0.1,26093,0.2,2162,0.0,917,0.0,834,0.0,38,0.0,373,0.0,94826,0.8,229242,2.0,102954,0.9,47429,0.4,27710,0.2,8280,0.1,11525536,11525536,9801244,85.0,1527573,13.3,90089,0.8,228783,2.0,6967,0.1,117459,1.0,11525536,11525536,345370,3.0,173163,1.5,92771,0.8,7496,0.1,71940
37,Oklahoma,3714520,2743563,73.9,270192,7.3,258295,7.0,95363,2.6,438,0.0,807,0.0,784,0.0,63471,1.7,10393,0.3,9523,0.3,6100,0.2,2067,0.1,5576,0.2,16446,0.4,13366,0.4,4257,0.1,869,0.0,932,0.0,529,0.0,1927,0.1,96773,2.6,277969,7.5,25927,0.7,197326,5.3,12094,0.3,14295,0.4,3714520,3714520,2999487,80.8,321853,8.7,481591,13.0,81085,2.2,8102,0.2,111810,3.0,3714520,3714520,318007,8.6,262756,7.1,11280,0.3,2055,0.1,41916
38,Oregon,3801991,3245856,85.4,68155,1.8,57114,1.5,4075,0.1,1494,0.0,1024,0.0,1404,0.0,139258,3.7,14703,0.4,30442,0.8,15158,0.4,13272,0.3,16284,0.4,27853,0.7,21546,0.6,13447,0.4,3572,0.1,1658,0.0,958,0.0,7259,0.2,143151,3.8,135010,3.6,18597,0.5,49036,1.3,30953,0.8,1707,0.0,3801991,3801991,3370979,88.7,95327,2.5,116035,3.1,180356,4.7,24403,0.6,160758,4.2,3801991,3801991,436806,11.5,369248,9.7,9021,0.2,4491,0.1,54046
39,Pennsylvania,12660739,10473096,82.7,1358759,10.7,18065,0.1,3122,0.0,299,0.0,364,0.0,538,0.0,341880,2.7,100832,0.8,81218,0.6,22557,0.2,6765,0.1,38752,0.3,42558,0.3,49198,0.4,2785,0.0,875,0.0,400,0.0,459,0.0,1051,0.0,250639,2.0,215515,1.7,89168,0.7,29966,0.2,30559,0.2,10994,0.1,12660739,12660739,10657413,84.2,1483063,11.7,70729,0.6,385597,3.0,7976,0.1,286853,2.3,12660739,12660739,690128,5.5,119967,0.9,368672,2.9,18227,0.1,183262
40,Rhode Island,1053959,863294,81.9,62682,5.9,4606,0.4,253,0.0,3,0.0,50,0.0,19,0.0,31476,3.0,4206,0.4,7418,0.7,3236,0.3,416,0.0,2172,0.2,1240,0.1,12788,1.2,459,0.0,133,0.0,236,0.0,0,0.0,90,0.0,66414,6.3,25028,2.4,6693,0.6,3756,0.4,3326,0.3,2178,0.2,1053959,1053959,882780,83.8,75321,7.1,12443,1.2,35731,3.4,1236,0.1,73518,7.0,1053959,1053959,127816,12.1,9713,0.9,32436,3.1,1750,0.2,83917
41,South Carolina,4575864,3075318,67.2,1281627,28.0,14939,0.3,3409,0.1,129,0.0,49,0.0,386,0.0,56575,1.2,13014,0.3,9611,0.2,9811,0.2,2798,0.1,5318,0.1,6243,0.1,9780,0.2,1920,0.0,647,0.0,516,0.0,157,0.0,600,0.0,73405,1.6,72080,1.6,27830,0.6,15841,0.3,9941,0.2,4392,0.1,4575864,4575864,3137730,68.6,1320084,28.8,38361,0.8,70890,1.5,4029,0.1,80960,1.8,4575864,4575864,222550,4.9,134451,2.9,26670,0.6,5347,0.1,56082
42,South Dakota,807697,697042,86.3,9347,1.2,69154,8.6,246,0.0,701,0.1,188,0.0,60999,7.6,7672,0.9,1196,0.1,1192,0.1,1173,0.1,219,0.0,1031,0.1,993,0.1,1868,0.2,197,0.0,39,0.0,154,0.0,0,0.0,4,0.0,6834,0.8,17451,2.2,2794,0.3,9503,1.2,1335,0.2,503,0.1,807697,807697,712940,88.3,13777,1.7,80725,10.0,9605,1.2,590,0.1,8664,1.1,807697,807697,21539,2.7,14779,1.8,1380,0.2,110,0.0,5270
43,Tennessee,6297991,4949985,78.6,1048714,16.7,15285,0.2,5005,0.1,403,0.0,185,0.0,450,0.0,90471,1.4,21141,0.3,15373,0.2,9545,0.2,4282,0.1,10686,0.2,10131,0.2,19313,0.3,3097,0.0,951,0.0,749,0.0,553,0.0,844,0.0,89351,1.4,101088,1.6,31996,0.5,32727,0.5,12580,0.2,3725,0.1,6297991,6297991,5042210,80.1,1091835,17.3,56291,0.9,107917,1.7,5673,0.1,101772,1.6,6297991,6297991,277011,4.4,183406,2.9,20075,0.3,7614,0.1,65916
44,Texas,24774187,18093212,73.0,2917108,11.8,125101,0.5,17632,0.1,1193,0.0,2358,0.0,1901,0.0,939558,3.8,239174,1.0,159641,0.6,101737,0.4,18730,0.1,66177,0.3,212095,0.9,142004,0.6,19966,0.1,5480,0.0,6303,0.0,2069,0.0,6114,0.0,2155160,8.7,524082,2.1,106745,0.4,112801,0.5,77796,0.3,17825,0.1,24774187,24774187,18545724,74.9,3087958,12.5,281973,1.1,1055155,4.3,36114,0.1,2321055,9.4,24774187,24774187,9216240,37.2,8026675,32.4,126065,0.5,42989,0.2,1020511
45,Utah,2715379,2426175,89.3,29056,1.1,30842,1.1,1100,0.0,256,0.0,16068,0.6,528,0.0,54866,2.0,5299,0.2,11547,0.4,6133,0.2,7163,0.3,6401,0.2,7247,0.3,11076,0.4,25137,0.9,2404,0.1,471,0.0,9360,0.3,12902,0.5,88966,3.3,60337,2.2,9248,0.3,12590,0.5,15015,0.6,763,0.0,2715379,2715379,2481444,91.4,41302,1.5,46661,1.7,74418,2.7,34775,1.3,100594,3.7,2715379,2715379,344014,12.7,258745,9.5,6595,0.2,2075,0.1,76599
