,State,HC01_VC38,HC01_VC44,HC03_VC44,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC78,HC03_VC78,HC01_VC79,HC03_VC79,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86,HC03_VC86,HC01_VC87,HC03_VC87,HC01_VC88,HC03_VC88,HC01_VC92
11,Georgia,92.3,76.6,(X),10201635,10201635,9964394,97.7,237241,2.3,9964394,97.7,6061821,59.4,3195268,31.3,30552,0.3,6653,0.1,351,0.0,353,0.0,512,0.0,388946,3.8,130763,1.3,58147,0.6,21832,0.2,8943,0.1,54951,0.5,54116,0.5,60194,0.6,5237,0.1,1434,0.0,966,0.0,1187,0.0,1650,0.0,282570,2.8,237241,2.3,83505,0.8,32286,0.3,39622,0.4,10948,0.1,10201635,10201635,6254902,61.3,3326641,32.6,91594,0.9,454032,4.5,15416,0.2,319287,3.1,10201635
12,Hawaii,99.6,82.0,(X),1421658,1421658,1083160,76.2,338498,23.8,1083160,76.2,357308,25.1,25884,1.8,2756,0.2,603,0.0,32,0.0,221,0.0,69,0.0,540556,38.0,2750,0.2,57181,4.0,211189,14.9,178444,12.6,23925,1.7,11480,0.8,55587,3.9,142600,10.0,88969,6.3,2699,0.2,14864,1.0,36068,2.5,14056,1.0,338498,23.8,6153,0.4,9469,0.7,73220,5.2,1265,0.1,1421658,1421658,609981,42.9,47890,3.4,33975,2.4,802744,56.5,369673,26.0,33181,2.3,1421658
13,Idaho,98.9,88.8,(X),1657375,1657375,1613461,97.4,43914,2.6,1613461,97.4,1507880,91.0,11231,0.7,21323,1.3,1344,0.1,529,0.0,776,0.0,959,0.1,22720,1.4,2764,0.2,5731,0.3,3982,0.2,2801,0.2,1559,0.1,1491,0.1,4392,0.3,2343,0.1,803,0.0,280,0.0,242,0.0,1018,0.1,47964,2.9,43914,2.6,5593,0.3,15281,0.9,10377,0.6,340,0.0,1657375,1657375,1548967,93.5,18840,1.1,39543,2.4,36059,2.2,6490,0.4,54823,3.3,1657375
14,Illinois,94.3,76.1,(X),12854526,12854526,12543129,97.6,311397,2.4,12543129,97.6,9236701,71.9,1833501,14.3,29696,0.2,3209,0.0,1516,0.0,289,0.0,766,0.0,671811,5.2,231720,1.8,128793,1.0,122010,0.9,17994,0.1,59372,0.5,27506,0.2,84416,0.7,4275,0.0,1488,0.0,1225,0.0,598,0.0,964,0.0,767145,6.0,311397,2.4,91091,0.7,42808,0.3,72905,0.6,8827,0.1,12854526,12854526,9504111,73.9,1965118,15.3,97789,0.8,770806,6.0,14348,0.1,835636,6.5,12854526
15,Indiana,94.8,77.5,(X),6614418,6614418,6460980,97.7,153438,2.3,6460980,97.7,5546787,83.9,613060,9.3,15027,0.2,3520,0.1,797,0.0,417,0.0,378,0.0,137680,2.1,38170,0.6,32908,0.5,14257,0.2,5320,0.1,10785,0.2,8189,0.1,28051,0.4,2635,0.0,902,0.0,685,0.0,514,0.0,534,0.0,145791,2.2,153438,2.3,69523,1.1,27062,0.4,21914,0.3,2808,0.0,6614418,6614418,5687667,86.0,696710,10.5,51026,0.8,166675,2.5,7197,0.1,167008,2.5,6614418
16,Iowa,96.8,78.9,(X),3118102,3118102,3055368,98.0,62734,2.0,3055368,98.0,2824197,90.6,106762,3.4,10791,0.3,800,0.0,368,0.0,147,0.0,1484,0.0,71178,2.3,13759,0.4,14173,0.5,4659,0.1,1500,0.0,6818,0.2,9620,0.3,20649,0.7,2913,0.1,913,0.0,467,0.0,246,0.0,1287,0.0,39527,1.3,62734,2.0,27514,0.9,11582,0.4,11684,0.4,1672,0.1,3118102,3118102,2882463,92.4,139653,4.5,26239,0.8,85899,2.8,4917,0.2,44943,1.4,3118102
17,Kansas,97.5,79.6,(X),2903820,2903820,2805405,96.6,98415,3.4,2805405,96.6,2465518,84.9,168470,5.8,23503,0.8,5050,0.2,348,0.0,936,0.0,1131,0.0,80738,2.8,17574,0.6,13125,0.5,5809,0.2,2124,0.1,5581,0.2,15536,0.5,20989,0.7,1923,0.1,406,0.0,400,0.0,363,0.0,754,0.0,65253,2.2,98415,3.4,32267,1.1,29701,1.0,13713,0.5,2916,0.1,2903820,2903820,2556135,88.0,211369,7.3,61431,2.1,99696,3.4,5329,0.2,75666,2.6,2903820
18,Kentucky,94.6,78.1,(X),4424376,4424376,4328073,97.8,96303,2.2,4328073,97.8,3862600,87.3,353088,8.0,9324,0.2,3198,0.1,513,0.0,151,0.0,418,0.0,59593,1.3,14208,0.3,9603,0.2,6205,0.1,4043,0.1,5060,0.1,6065,0.1,14409,0.3,2271,0.1,708,0.0,396,0.0,406,0.0,761,0.0,41197,0.9,96303,2.2,46089,1.0,17951,0.4,12985,0.3,2184,0.0,4424376,4424376,3951483,89.3,409706,9.3,33175,0.7,76807,1.7,5284,0.1,50462,1.1,4424376
19,Louisiana,93.3,77.3,(X),4663461,4663461,4575938,98.1,87523,1.9,4575938,98.1,2909599,62.4,1500648,32.2,27094,0.6,2719,0.1,58,0.0,314,0.0,153,0.0,80980,1.7,11679,0.3,12011,0.3,7721,0.2,1517,0.0,3917,0.1,33261,0.7,10874,0.2,1401,0.0,406,0.0,547,0.0,88,0.0,360,0.0,56216,1.2,87523,1.9,32074,0.7,19850,0.4,10576,0.2,4480,0.1,4663461,4663461,2986478,64.0,1548868,33.2,59074,1.3,96274,2.1,3777,0.1,66482,1.4,4663461
20,Maine,93.7,82.7,(X),1330158,1330158,1302056,97.9,28102,2.1,1302056,97.9,1258918,94.6,16906,1.3,8212,0.6,111,0.0,105,0.0,63,0.0,50,0.0,14804,1.1,2151,0.2,4016,0.3,2015,0.2,514,0.0,1073,0.1,1636,0.1,3399,0.3,249,0.0,80,0.0,83,0.0,53,0.0,33,0.0,2967,0.2,28102,2.1,5766,0.4,13037,1.0,5512,0.4,302,0.0,1330158,1330158,1285795,96.7,24248,1.8,22876,1.7,21641,1.6,1368,0.1,4083,0.3,1330158
21,Maryland,91.3,75.8,(X),5996079,5996079,5806478,96.8,189601,3.2,5806478,96.8,3395212,56.6,1782256,29.7,16281,0.3,1843,0.0,260,0.0,308,0.0,239,0.0,373065,6.2,94054,1.6,83801,1.4,49379,0.8,7572,0.1,50218,0.8,25926,0.4,62115,1.0,2830,0.0,733,0.0,782,0.0,349,0.0,966,0.0,236834,3.9,189601,3.2,61684,1.0,17929,0.3,43111,0.7,12049,0.2,5996079,5996079,3546403,59.1,1888145,31.5,61922,1.0,437643,7.3,11004,0.2,261389,4.4,5996079
22,Massachusetts,91.8,75.3,(X),6789319,6789319,6579796,96.9,209523,3.1,6579796,96.9,5358373,78.9,499774,7.4,14336,0.2,699,0.0,204,0.0,138,0.0,133,0.0,426225,6.3,98190,1.4,159141,2.3,13540,0.2,10732,0.2,24617,0.4,47472,0.7,72533,1.1,2253,0.0,795,0.0,600,0.0,256,0.0,602,0.0,278835,4.1,209523,3.1,87635,1.3,20415,0.3,43589,0.6,4993,0.1,6789319,6789319,5543089,81.6,613063,9.0,47956,0.7,484099,7.1,10583,0.2,314350,4.6,6789319
23,Michigan,94.6,79.5,(X),9925568,9925568,9646666,97.2,278902,2.8,9646666,97.2,7813199,78.7,1374515,13.8,51804,0.5,3175,0.0,21230,0.2,292,0.0,528,0.0,289082,2.9,102735,1.0,57704,0.6,25459,0.3,11937,0.1,25795,0.3,15740,0.2,49712,0.5,2808,0.0,1037,0.0,431,0.0,462,0.0,878,0.0,115258,1.2,278902,2.8,98885,1.0,64429,0.6,46041,0.5,13948,0.1,9925568,9925568,8061760,81.2,1513487,15.2,147777,1.5,349903,3.5,10425,0.1,143893,1.4,9925568
24,Minnesota,97.4,81.4,(X),5490726,5490726,5336282,97.2,154444,2.8,5336282,97.2,4598252,83.7,326953,6.0,57566,1.0,496,0.0,35693,0.7,168,0.0,5964,0.1,255935,4.7,42099,0.8,30314,0.6,10921,0.2,4250,0.1,16352,0.3,27870,0.5,124129,2.3,1976,0.0,719,0.0,312,0.0,323,0.0,622,0.0,95600,1.7,154444,2.8,50393,0.9,35322,0.6,34032,0.6,3788,0.1,5490726,5490726,4738516,86.3,393789,7.2,105477,1.9,301292,5.5,7558,0.1,110487,2.0,5490726
25,Mississippi,91.2,76.0,(X),2986220,2986220,2948291,98.7,37929,1.3,2948291,98.7,1755471,58.8,1122576,37.6,13258,0.4,770,0.0,59,0.0,73,0.0,13,0.0,28859,1.0,6180,0.2,4945,0.2,4227,0.1,1211,0.0,1984,0.1,7056,0.2,3256,0.1,597,0.0,163,0.0,154,0.0,97,0.0,183,0.0,27530,0.9,37929,1.3,15635,0.5,7703,0.3,5072,0.2,1704,0.1,2986220,2986220,1788686,59.9,1143810,38.3,24286,0.8,36571,1.2,2390,0.1,31314,1.0,2986220
26,Missouri,94.0,78.1,(X),6075300,6075300,5923910,97.5,151390,2.5,5923910,97.5,5004537,82.4,703061,11.6,25933,0.4,9228,0.2,392,0.0,443,0.0,1105,0.0,112959,1.9,27111,0.4,25690,0.4,12606,0.2,3261,0.1,9803,0.2,15686,0.3,18802,0.3,6336,0.1,2124,0.0,878,0.0,1351,0.0,1983,0.0,71084,1.2,151390,2.5,52807,0.9,40655,0.7,23908,0.4,4944,0.1,6075300,6075300,5142164,84.6,773449,12.7,79443,1.3,145723,2.4,12912,0.2,84055,1.4,6075300
27,Montana,99.9,91.0,(X),1029862,1029862,1001478,97.2,28384,2.8,1001478,97.2,916664,89.0,4438,0.4,66865,6.5,567,0.1,3037,0.3,512,0.0,5066,0.5,7448,0.7,319,0.0,1775,0.2,1611,0.2,872,0.1,1310,0.1,389,0.0,1172,0.1,571,0.1,268,0.0,74,0.0,116,0.0,113,0.0,5492,0.5,28384,2.8,3803,0.4,15328,1.5,3946,0.4,473,0.0,1029862,1029862,943539,91.6,9925,1.0,84180,8.2,13144,1.3,2084,0.2,7398,0.7,1029862
28,Nebraska,97.4,79.8,(X),1893921,1893921,1848350,97.6,45571,2.4,1848350,97.6,1663612,87.8,89718,4.7,16012,0.8,706,0.0,129,0.0,146,0.0,4428,0.2,42208,2.2,7699,0.4,6440,0.3,2616,0.1,1785,0.1,3013,0.2,8378,0.4,12277,0.6,1524,0.1,606,0.0,424,0.0,116,0.0,378,0.0,35276,1.9,45571,2.4,15305,0.8,10591,0.6,8012,0.4,1947,0.1,1893921,1893921,1704698,90.0,110102,5.8,31357,1.7,52726,2.8,3456,0.2,40259,2.1,1893921
29,Nevada,99.8,90.1,(X),2887725,2887725,2753390,95.3,134335,4.7,2753390,95.3,1936453,67.1,253013,8.8,32426,1.1,1632,0.1,419,0.0,1930,0.1,706,0.0,232502,8.1,13252,0.5,34645,1.2,121410,4.2,10824,0.4,14867,0.5,11935,0.4,25569,0.9,19019,0.7,7432,0.3,4034,0.1,4174,0.1,3379,0.1,279977,9.7,134335,4.7,26470,0.9,17254,0.6,33785,1.2,2584,0.1,2887725,2887725,2044700,70.8,297610,10.3,59246,2.1,292230,10.1,38997,1.4,304766,10.6,2887725
30,New Hampshire,96.5,83.2,(X),1331848,1331848,1305658,98.0,26190,2.0,1305658,98.0,1244260,93.4,18632,1.4,2148,0.2,180,0.0,37,0.0,62,0.0,45,0.0,33313,2.5,10015,0.8,7242,0.5,2747,0.2,866,0.1,2440,0.2,2231,0.2,7772,0.6,289,0.0,92,0.0,49,0.0,70,0.0,78,0.0,7016,0.5,26190,2.0,6782,0.5,7250,0.5,6949,0.5,429,0.0,1331848,1331848,1268673,95.3,27295,2.0,10966,0.8,41738,3.1,1284,0.1,9697,0.7,1331848
31,New Jersey,92.9,74.3,(X),8960161,8960161,8731100,97.4,229061,2.6,8731100,97.4,6085474,67.9,1207356,13.5,18006,0.2,1165,0.0,83,0.0,226,0.0,112,0.0,844105,9.4,369590,4.1,158076,1.8,115958,1.3,13245,0.1,96644,1.1,22594,0.3,67998,0.8,3013,0.0,799,0.0,747,0.0,373,0.0,1094,0.0,573146,6.4,229061,2.6,69539,0.8,17963,0.2,47142,0.5,8674,0.1,8960161,8960161,6265011,69.9,1323092,14.8,60528,0.7,920332,10.3,12063,0.1,630313,7.0,8960161
32,New Mexico,96.3,83.8,(X),2084828,2084828,2016546,96.7,68282,3.3,2016546,96.7,1547843,74.2,42187,2.0,197191,9.5,1226,0.1,372,0.0,120116,5.8,1149,0.1,29991,1.4,4091,0.2,6169,0.3,6092,0.3,2210,0.1,2257,0.1,4646,0.2,4526,0.2,1390,0.1,657,0.0,139,0.0,239,0.0,355,0.0,197944,9.5,68282,3.3,8916,0.4,16575,0.8,10732,0.5,2473,0.1,2084828,2084828,1602801,76.9,57765,2.8,222594,10.7,47946,2.3,3422,0.2,222973,10.7,2084828
33,New York,91.6,74.0,(X),19798228,19798228,19208202,97.0,590026,3.0,19208202,97.0,12638791,63.8,3100685,15.7,77130,0.4,3700,0.0,667,0.0,361,0.0,336,0.0,1652846,8.3,372309,1.9,706831,3.6,115857,0.6,37834,0.2,129987,0.7,30544,0.2,259484,1.3,7937,0.0,2303,0.0,1047,0.0,925,0.0,3662,0.0,1730813,8.7,590026,3.0,166338,0.8,57039,0.3,110044,0.6,22839,0.1,19798228,19798228,13091950,66.1,3394050,17.1,207483,1.0,1828118,9.2,29859,0.2,1894979,9.6,19798228
34,North Carolina,92.4,77.0,(X),10052564,10052564,9801368,97.5,251196,2.5,9801368,97.5,6937466,69.0,2159427,21.5,117998,1.2,16142,0.2,945,0.0,606,0.0,745,0.0,269164,2.7,85074,0.8,45409,0.5,21695,0.2,6521,0.1,19542,0.2,34037,0.3,56886,0.6,6393,0.1,2223,0.0,1862,0.0,667,0.0,1641,0.0,310920,3.1,251196,2.5,92268,0.9,41571,0.4,37138,0.4,17473,0.2,10052564,10052564,7149410,71.1,2300610,22.9,195193,1.9,325289,3.2,16046,0.2,341946,3.4,10052564
35,North Dakota,105.2,81.8,(X),745475,745475,728034,97.7,17441,2.3,728034,97.7,654024,87.7,17365,2.3,39507,5.3,241,0.0,16545,2.2,313,0.0,10981,1.5,10197,1.4,1559,0.2,1941,0.3,2205,0.3,356,0.0,544,0.1,684,0.1,2908,0.4,341,0.0,151,0.0,97,0.0,54,0.0,39,0.0,6600,0.9,17441,2.3,3229,0.4,8253,1.1,2627,0.4,219,0.0,745475,745475,670457,89.9,21940,2.9,48817,6.5,13593,1.8,1245,0.2,8001,1.1,745475
36,Ohio,93.6,76.8,(X),11609756,11609756,11296984,97.3,312772,2.7,11296984,97.3,9503779,81.9,1428230,12.3,21872,0.2,5130,0.0,498,0.0,394,0.0,621,0.0,235878,2.0,78583,0.7,55523,0.5,17149,0.1,10140,0.1,15792,0.1,15226,0.1,43465,0.4,3499,0.0,1114,0.0,747,0.0,560,0.0,1078,0.0,103726,0.9,312772,2.7,151965,1.3,48692,0.4,44338,0.4,11326,0.1,11609756,11609756,9788667,84.3,1619608,14.0,98691,0.9,295733,2.5,11073,0.1,132673,1.1,11609756
37,Oklahoma,96.2,79.9,(X),3896251,3896251,3594160,92.2,302091,7.8,3594160,92.2,2828569,72.6,283821,7.3,289871,7.4,113807,2.9,324,0.0,1451,0.0,1303,0.0,80670,2.1,14046,0.4,11491,0.3,6593,0.2,2410,0.1,6247,0.2,20631,0.5,19252,0.5,5543,0.1,1154,0.0,901,0.0,314,0.0,3174,0.1,105686,2.7,302091,7.8,36637,0.9,194225,5.0,16710,0.4,18271,0.5,3896251,3896251,3103793,79.7,353537,9.1,519272,13.3,105533,2.7,9972,0.3,123509,3.2,3896251
38,Oregon,96.3,83.7,(X),4025127,4025127,3840963,95.4,184164,4.6,3840963,95.4,3416776,84.9,76347,1.9,45332,1.1,3620,0.1,1545,0.0,648,0.0,1334,0.0,166351,4.1,22870,0.6,38852,1.0,18488,0.5,13604,0.3,15203,0.4,29413,0.7,27921,0.7,15157,0.4,3783,0.1,1518,0.0,1679,0.0,8177,0.2,121000,3.0,184164,4.6,25454,0.6,67720,1.7,44214,1.1,1932,0.0,4025127,4025127,3586891,89.1,112874,2.8,125819,3.1,227382,5.6,32197,0.8,140719,3.5,4025127
39,Pennsylvania,93.6,76.1,(X),12790505,12790505,12493185,97.7,297320,2.3,12493185,97.7,10378174,81.1,1417611,11.1,24995,0.2,2958,0.0,411,0.0,307,0.0,733,0.0,417525,3.3,125202,1.0,108801,0.9,26848,0.2,6919,0.1,41255,0.3,42161,0.3,66339,0.5,3665,0.0,1350,0.0,360,0.0,523,0.0,1432,0.0,251215,2.0,297320,2.3,127171,1.0,38304,0.3,46987,0.4,12974,0.1,12790505,12790505,10635347,83.2,1593786,12.5,96851,0.8,484163,3.8,13860,0.1,290706,2.3,12790505
40,Rhode Island,91.8,74.6,(X),1056138,1056138,1024842,97.0,31296,3.0,1024842,97.0,854801,80.9,68346,6.5,5413,0.5,147,0.0,34,0.0,0,0.0,7,0.0,35556,3.4,6826,0.6,9210,0.9,2662,0.3,872,0.1,1716,0.2,2121,0.2,12149,1.2,759,0.1,129,0.0,296,0.0,78,0.0,256,0.0,59967,5.7,31296,3.0,9442,0.9,3924,0.4,5030,0.5,2342,0.2,1056138,1056138,878379,83.2,84788,8.0,13693,1.3,42939,4.1,2323,0.2,67731,6.4,1056138
41,South Carolina,91.9,79.6,(X),4893444,4893444,4789037,97.9,104407,2.1,4789037,97.9,3292598,67.3,1332110,27.2,14992,0.3,3069,0.1,324,0.0,158,0.0,369,0.0,71994,1.5,16893,0.3,15527,0.3,11652,0.2,2091,0.0,6210,0.1,7318,0.1,12303,0.3,3015,0.1,721,0.0,845,0.0,295,0.0,1154,0.0,74328,1.5,104407,2.1,42064,0.9,19766,0.4,15285,0.3,5791,0.1,4893444,4893444,3382777,69.1,1390584,28.4,45999,0.9,93685,1.9,5576,0.1,86361,1.8,4893444
42,South Dakota,100.0,83.8,(X),855444,855444,831951,97.3,23493,2.7,831951,97.3,724430,84.7,14698,1.7,74062,8.7,277,0.0,604,0.1,303,0.0,60691,7.1,11693,1.4,1233,0.1,1866,0.2,1340,0.2,281,0.0,1084,0.1,872,0.1,5017,0.6,381,0.0,120,0.0,133,0.0,50,0.0,78,0.0,6687,0.8,23493,2.7,4482,0.5,12533,1.5,2351,0.3,584,0.1,855444,855444,746486,87.3,20705,2.4,88330,10.3,15198,1.8,1275,0.1,8194,1.0,855444
43,Tennessee,92.6,78.5,(X),6597381,6597381,6459880,97.9,137501,2.1,6459880,97.9,5131786,77.8,1107392,16.8,17568,0.3,5698,0.1,259,0.0,143,0.0,695,0.0,110605,1.7,28740,0.4,19575,0.3,11982,0.2,5219,0.1,10913,0.2,11768,0.2,22408,0.3,3784,0.1,966,0.0,711,0.0,1102,0.0,1005,0.0,88745,1.3,137501,2.1,52674,0.8,35368,0.5,19995,0.3,3929,0.1,6597381,6597381,5257173,79.7,1174901,17.8,62812,1.0,138243,2.1,9681,0.1,101420,1.5,6597381
44,Texas,96.7,79.8,(X),27419612,27419612,26717611,97.4,702001,2.6,26717611,97.4,20459525,74.6,3286950,12.0,130360,0.5,16787,0.1,818,0.0,3956,0.0,2002,0.0,1236852,4.5,358002,1.3,201865,0.7,128030,0.5,20807,0.1,71772,0.3,253149,0.9,203227,0.7,23531,0.1,6723,0.0,6676,0.0,3164,0.0,6968,0.0,1580393,5.8,702001,2.6,176827,0.6,145191,0.5,126377,0.5,22443,0.1,27419612,27419612,21061897,76.8,3554499,13.0,334224,1.2,1425845,5.2,53596,0.2,1742947,6.4,27419612
45,Utah,99.3,85.8,(X),2993941,2993941,2910658,97.2,83283,2.8,2910658,97.2,2600077,86.8,33619,1.1,32079,1.1,741,0.0,181,0.0,15477,0.5,695,0.0,67545,2.3,9046,0.3,15061,0.5,7157,0.2,6396,0.2,5894,0.2,8578,0.3,15413,0.5,26742,0.9,2207,0.1,788,0.0,9227,0.3,14520,0.5,150596,5.0,83283,2.8,11525,0.4,14702,0.5,21650,0.7,802,0.0,2993941,2993941,2675612,89.4,49844,1.7,52230,1.7,97530,3.3,43235,1.4,166831,5.6,2993941
