,State,HC01_VC43,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC77,HC03_VC77,HC01_VC78,HC03_VC78,HC01_VC79,HC03_VC79,HC01_VC80,HC03_VC80,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC87,HC03_VC87,HC01_VC88,HC03_VC88,HC01_VC89,HC03_VC89,HC01_VC90,HC03_VC90,HC01_VC91,HC03_VC91,HC01_VC92
11,Georgia,9907756,5989234,60.4,3056726,30.9,25137,0.3,5897,0.1,260,0.0,300,0.0,268,0.0,344195,3.5,102911,1.0,54350,0.5,21381,0.2,8224,0.1,53492,0.5,49251,0.5,54586,0.6,4317,0.0,1307,0.0,687,0.0,956,0.0,1367,0.0,287276,2.9,200871,2.0,70249,0.7,28879,0.3,32938,0.3,9805,0.1,9907756,9907756,6152912,62.1,3166651,32.0,76088,0.8,398025,4.0,11558,0.1,319676,3.2,9907756,9907756,896717,9.1,541399,5.5,84758,0.9,29789,0.3,240771
12,Hawaii,1392704,350634,25.2,26913,1.9,2725,0.2,435,0.0,64,0.0,367,0.0,64,0.0,529907,38.0,2337,0.2,56590,4.1,201183,14.4,185634,13.3,22125,1.6,9883,0.7,52155,3.7,138735,10.0,84584,6.1,2593,0.2,16393,1.2,35165,2.5,15357,1.1,328433,23.6,4641,0.3,9489,0.7,70072,5.0,1052,0.1,1392704,1392704,593798,42.6,46671,3.4,32825,2.4,785880,56.4,358423,25.7,36167,2.6,1392704,1392704,133485,9.6,39808,2.9,46745,3.4,1929,0.1,45003
13,Idaho,1599464,1468732,91.8,9334,0.6,20363,1.3,1179,0.1,426,0.0,737,0.0,798,0.0,21749,1.4,2810,0.2,4490,0.3,3333,0.2,2851,0.2,2230,0.1,1364,0.1,4671,0.3,2177,0.1,458,0.0,689,0.0,152,0.0,878,0.1,37553,2.3,39556,2.5,5301,0.3,14720,0.9,8621,0.5,569,0.0,1599464,1599464,1505872,94.1,16826,1.1,37880,2.4,32636,2.0,4763,0.3,43698,2.7,1599464,1599464,186374,11.7,162179,10.1,3679,0.2,767,0.0,19749
14,Illinois,12868747,9331376,72.5,1849054,14.4,28535,0.2,3321,0.0,1005,0.0,359,0.0,900,0.0,627402,4.9,205225,1.6,117600,0.9,120073,0.9,17672,0.1,63511,0.5,25497,0.2,77824,0.6,3240,0.0,1136,0.0,729,0.0,403,0.0,972,0.0,751248,5.8,277892,2.2,84021,0.7,38114,0.3,61306,0.5,9494,0.1,12868747,12868747,9568223,74.4,1969600,15.3,90478,0.7,711564,5.5,13213,0.1,811352,6.3,12868747,12868747,2095495,16.3,1664565,12.9,197627,1.5,25063,0.2,208240
15,Indiana,6542411,5519313,84.4,598423,9.1,15286,0.2,3201,0.0,685,0.0,208,0.0,699,0.0,114674,1.8,31733,0.5,27979,0.4,10646,0.2,5398,0.1,10125,0.2,6853,0.1,21940,0.3,2076,0.0,647,0.0,626,0.0,309,0.0,494,0.0,151502,2.3,141137,2.2,57038,0.9,30959,0.5,20026,0.3,3777,0.1,6542411,6542411,5647820,86.3,669293,10.2,55933,0.9,140816,2.2,5469,0.1,171866,2.6,6542411,6542411,411536,6.3,313249,4.8,33094,0.5,5160,0.1,60033
16,Iowa,3078116,2813097,91.4,95716,3.1,9688,0.3,729,0.0,376,0.0,131,0.0,1410,0.0,59726,1.9,12383,0.4,11781,0.4,3729,0.1,1277,0.0,6428,0.2,9069,0.3,15059,0.5,1715,0.1,424,0.0,52,0.0,311,0.0,928,0.0,39953,1.3,58221,1.9,22200,0.7,14152,0.5,9443,0.3,1332,0.0,3078116,3078116,2867604,93.2,123064,4.0,27805,0.9,71725,2.3,3622,0.1,46479,1.5,3078116,3078116,163110,5.3,127947,4.2,6113,0.2,1815,0.1,27235
17,Kansas,2882946,2457815,85.3,167220,5.8,23727,0.8,5498,0.2,187,0.0,1137,0.0,1339,0.0,72568,2.5,14028,0.5,13480,0.5,5348,0.2,1919,0.1,5062,0.2,15294,0.5,17437,0.6,1655,0.1,498,0.0,436,0.0,253,0.0,468,0.0,64931,2.3,95030,3.3,29264,1.0,29046,1.0,12014,0.4,3736,0.1,2882946,2882946,2543583,88.2,208418,7.2,62190,2.2,89848,3.1,4656,0.2,76727,2.7,2882946,2882946,316141,11.0,265491,9.2,9598,0.3,3515,0.1,37537
18,Kentucky,4383272,3845535,87.7,345035,7.9,9000,0.2,3048,0.1,351,0.0,197,0.0,256,0.0,53448,1.2,12517,0.3,10419,0.2,4619,0.1,4639,0.1,4594,0.1,5654,0.1,11006,0.3,2109,0.0,592,0.0,601,0.0,302,0.0,614,0.0,41518,0.9,86627,2.0,40698,0.9,17419,0.4,10728,0.2,2234,0.1,4383272,4383272,3925179,89.5,395025,9.0,31838,0.7,68047,1.6,4634,0.1,50623,1.2,4383272,4383272,139636,3.2,83231,1.9,13678,0.3,11486,0.3,31241
19,Louisiana,4601049,2890570,62.8,1477781,32.1,28807,0.6,3044,0.1,63,0.0,297,0.0,300,0.0,75409,1.6,10262,0.2,11526,0.3,7412,0.2,1653,0.0,3850,0.1,30840,0.7,9866,0.2,1671,0.0,556,0.0,413,0.0,251,0.0,451,0.0,49002,1.1,77809,1.7,25468,0.6,19219,0.4,9645,0.2,4914,0.1,4601049,4601049,2957247,64.3,1517588,33.0,58933,1.3,89547,1.9,3952,0.1,59557,1.3,4601049,4601049,210524,4.6,85886,1.9,12782,0.3,11218,0.2,100638
20,Maine,1328535,1262817,95.1,14865,1.1,7552,0.6,111,0.0,119,0.0,31,0.0,158,0.0,14610,1.1,1712,0.1,3493,0.3,1971,0.1,673,0.1,1104,0.1,2468,0.2,3189,0.2,198,0.0,110,0.0,27,0.0,25,0.0,36,0.0,3251,0.2,25242,1.9,5075,0.4,12529,0.9,4289,0.3,353,0.0,1328535,1328535,1286897,96.9,21580,1.6,21621,1.6,19894,1.5,904,0.1,4383,0.3,1328535,1328535,18592,1.4,5804,0.4,5062,0.4,655,0.0,7071
21,Maryland,5887776,3418336,58.1,1737155,29.5,16429,0.3,1993,0.0,211,0.0,483,0.0,210,0.0,344956,5.9,82696,1.4,78083,1.3,50351,0.9,7095,0.1,48637,0.8,26664,0.5,51430,0.9,2425,0.0,809,0.0,530,0.0,342,0.0,744,0.0,198969,3.4,169506,2.9,55028,0.9,18041,0.3,36752,0.6,10765,0.2,5887776,5887776,3554988,60.4,1828782,31.1,57824,1.0,402143,6.8,8913,0.2,222074,3.8,5887776,5887776,515724,8.8,93296,1.6,45694,0.8,12299,0.2,364435
22,Massachusetts,6657291,5326774,80.0,465792,7.0,13642,0.2,878,0.0,160,0.0,102,0.0,179,0.0,384642,5.8,82078,1.2,141655,2.1,11533,0.2,9863,0.1,25492,0.4,45869,0.7,68152,1.0,1645,0.0,543,0.0,288,0.0,286,0.0,528,0.0,274529,4.1,190267,2.9,77793,1.2,19783,0.3,36462,0.5,4191,0.1,6657291,6657291,5492683,82.5,568280,8.5,45553,0.7,433562,6.5,8763,0.1,311392,4.7,6657291,6657291,681824,10.2,40534,0.6,284565,4.3,12729,0.2,343996
23,Michigan,9889024,7829621,79.2,1383205,14.0,54960,0.6,3519,0.0,22573,0.2,386,0.0,716,0.0,258567,2.6,86500,0.9,48144,0.5,25839,0.3,11039,0.1,25939,0.3,16927,0.2,44179,0.4,1995,0.0,886,0.0,369,0.0,349,0.0,391,0.0,107141,1.1,253535,2.6,87945,0.9,58459,0.6,39760,0.4,13175,0.1,9889024,9889024,8052886,81.4,1508299,15.3,143191,1.4,312519,3.2,8758,0.1,135909,1.4,9889024,9889024,457109,4.6,339211,3.4,41435,0.4,9564,0.1,66899
24,Minnesota,5383661,4585781,85.2,290545,5.4,56490,1.0,591,0.0,33638,0.6,227,0.0,5975,0.1,230798,4.3,36369,0.7,28167,0.5,9283,0.2,4040,0.1,14941,0.3,26077,0.5,111921,2.1,2166,0.0,964,0.0,224,0.0,367,0.0,611,0.0,78863,1.5,139018,2.6,45254,0.8,32726,0.6,30670,0.6,4415,0.1,5383661,5383661,4712096,87.5,351322,6.5,102060,1.9,269407,5.0,7046,0.1,91197,1.7,5383661,5383661,264265,4.9,187232,3.5,12744,0.2,4194,0.1,60095
25,Mississippi,2984345,1769693,59.3,1113652,37.3,13056,0.4,764,0.0,43,0.0,111,0.0,4,0.0,28067,0.9,5391,0.2,5443,0.2,3863,0.1,1037,0.0,2238,0.1,7408,0.2,2687,0.1,365,0.0,181,0.0,62,0.0,44,0.0,78,0.0,25086,0.8,34426,1.2,13476,0.5,8130,0.3,3905,0.1,1715,0.1,2984345,2984345,1799772,60.3,1132483,37.9,24473,0.8,34251,1.1,1607,0.1,28783,1.0,2984345,2984345,84073,2.8,54855,1.8,8022,0.3,1961,0.1,19235
26,Missouri,6028076,4991914,82.8,695813,11.5,24269,0.4,8096,0.1,475,0.0,285,0.0,1277,0.0,101772,1.7,22809,0.4,23499,0.4,11642,0.2,2785,0.0,10325,0.2,14699,0.2,16013,0.3,5983,0.1,1381,0.0,450,0.0,1283,0.0,2869,0.0,64057,1.1,144268,2.4,45785,0.8,42524,0.7,22428,0.4,5974,0.1,6028076,6028076,5120917,85.0,758305,12.6,79558,1.3,132085,2.2,11812,0.2,78266,1.3,6028076,6028076,226388,3.8,156282,2.6,14328,0.2,6201,0.1,49577
27,Montana,1006370,899503,89.4,4563,0.5,65110,6.5,878,0.1,3021,0.3,608,0.1,5225,0.5,6651,0.7,576,0.1,1517,0.2,1414,0.1,995,0.1,1008,0.1,236,0.0,905,0.1,699,0.1,482,0.0,72,0.0,56,0.0,89,0.0,4945,0.5,24899,2.5,3027,0.3,13885,1.4,3536,0.4,324,0.0,1006370,1006370,923493,91.8,8692,0.9,80570,8.0,11858,1.2,2218,0.2,6414,0.6,1006370,1006370,31902,3.2,22301,2.2,1667,0.2,602,0.1,7332
28,Nebraska,1855617,1637794,88.3,86423,4.7,16163,0.9,576,0.0,152,0.0,459,0.0,4368,0.2,35696,1.9,5865,0.3,5570,0.3,2134,0.1,1398,0.1,2959,0.2,9081,0.5,8689,0.5,1150,0.1,289,0.0,385,0.0,69,0.0,407,0.0,37075,2.0,41316,2.2,12208,0.7,10387,0.6,6743,0.4,2216,0.1,1855617,1855617,1674547,90.2,104081,5.6,31518,1.7,44685,2.4,3139,0.2,42411,2.3,1855617,1855617,180448,9.7,138350,7.5,4097,0.2,3182,0.2,34819
29,Nevada,2761584,1935379,70.1,229638,8.3,30155,1.1,1362,0.0,469,0.0,1747,0.1,713,0.0,207610,7.5,10495,0.4,33929,1.2,105662,3.8,10211,0.4,14172,0.5,11648,0.4,21493,0.8,17207,0.6,6386,0.2,3721,0.1,4051,0.1,3049,0.1,225537,8.2,116058,4.2,23133,0.8,14418,0.5,29768,1.1,2815,0.1,2761584,2761584,2028503,73.5,267281,9.7,53266,1.9,260564,9.4,35320,1.3,245118,8.9,2761584,2761584,752049,27.2,580008,21.0,23977,0.9,23993,0.9,124071
30,New Hampshire,1321069,1239543,93.8,16293,1.2,2510,0.2,199,0.0,40,0.0,6,0.0,11,0.0,30560,2.3,8544,0.6,7051,0.5,2155,0.2,694,0.1,2334,0.2,2507,0.2,7275,0.6,280,0.0,60,0.0,69,0.0,81,0.0,70,0.0,7805,0.6,24078,1.8,6353,0.5,6780,0.5,5661,0.4,269,0.0,1321069,1321069,1261922,95.5,24549,1.9,10958,0.8,37715,2.9,1253,0.1,10691,0.8,1321069,1321069,40301,3.1,10492,0.8,11606,0.9,1979,0.1,16224
31,New Jersey,8874374,6094052,68.7,1201339,13.5,18921,0.2,1273,0.0,66,0.0,100,0.0,190,0.0,779841,8.8,323529,3.6,144101,1.6,112775,1.3,13502,0.2,98177,1.1,24746,0.3,63011,0.7,2671,0.0,695,0.0,504,0.0,237,0.0,1235,0.0,557107,6.3,220443,2.5,64536,0.7,20187,0.2,42886,0.5,8767,0.1,8874374,8874374,6265502,70.6,1307420,14.7,61570,0.7,848644,9.6,11589,0.1,617340,7.0,8874374,8874374,1649784,18.6,228339,2.6,459793,5.2,89997,1.0,871655
32,New Mexico,2080085,1521876,73.2,42515,2.0,190350,9.2,1377,0.1,390,0.0,112677,5.4,844,0.0,28578,1.4,4152,0.2,6161,0.3,5556,0.3,2325,0.1,2075,0.1,4623,0.2,3686,0.2,1271,0.1,502,0.0,361,0.0,173,0.0,235,0.0,230398,11.1,65097,3.1,8988,0.4,15943,0.8,8064,0.4,2061,0.1,2080085,2080085,1575631,75.7,57777,2.8,213962,10.3,42656,2.1,3750,0.2,255482,12.3,2080085,2080085,978189,47.0,625278,30.1,7960,0.4,4589,0.2,340362
33,New York,19594330,12733518,65.0,3060048,15.6,74572,0.4,4109,0.0,551,0.0,268,0.0,409,0.0,1522549,7.8,340101,1.7,638465,3.3,111847,0.6,37868,0.2,133571,0.7,28479,0.1,232218,1.2,6258,0.0,1634,0.0,870,0.0,681,0.0,3073,0.0,1649123,8.4,548262,2.8,147475,0.8,55123,0.3,94059,0.5,21702,0.1,19594330,19594330,13146677,67.1,3329889,17.0,189658,1.0,1679693,8.6,25046,0.1,1819527,9.3,19594330,19594330,3559644,18.2,468342,2.4,1114349,5.7,73439,0.4,1903514
34,North Carolina,9750405,6784901,69.6,2093389,21.5,113798,1.2,16158,0.2,469,0.0,588,0.0,531,0.0,231830,2.4,65056,0.7,39659,0.4,21058,0.2,5877,0.1,20751,0.2,30168,0.3,49261,0.5,6083,0.1,1661,0.0,1517,0.0,629,0.0,2276,0.0,293865,3.0,226539,2.3,76204,0.8,41604,0.4,31750,0.3,16178,0.2,9750405,9750405,6974418,71.5,2214182,22.7,189946,1.9,279076,2.9,13943,0.1,327129,3.4,9750405,9750405,848597,8.7,514829,5.3,82771,0.8,20222,0.2,230775
35,North Dakota,704925,628770,89.2,10781,1.5,36989,5.2,195,0.0,15409,2.2,235,0.0,10917,1.5,8124,1.2,1908,0.3,1579,0.2,860,0.1,406,0.1,554,0.1,1108,0.2,1709,0.2,312,0.0,86,0.0,147,0.0,13,0.0,66,0.0,5113,0.7,14836,2.1,2571,0.4,7216,1.0,2074,0.3,336,0.0,704925,704925,642694,91.2,14481,2.1,45352,6.4,10815,1.5,1117,0.2,6329,0.9,704925,704925,18250,2.6,13551,1.9,1347,0.2,250,0.0,3102
36,Ohio,11560380,9549343,82.6,1407493,12.2,21077,0.2,5528,0.0,901,0.0,352,0.0,746,0.0,208725,1.8,69286,0.6,51103,0.4,16887,0.1,10541,0.1,15785,0.1,14363,0.1,30760,0.3,2893,0.0,1141,0.0,446,0.0,263,0.0,1043,0.0,96823,0.8,274026,2.4,129092,1.1,46433,0.4,35746,0.3,9762,0.1,11560380,11560380,9798267,84.8,1572143,13.6,93430,0.8,259541,2.2,10669,0.1,123149,1.1,11560380,11560380,379542,3.3,189389,1.6,103090,0.9,8424,0.1,78639
37,Oklahoma,3818851,2799122,73.3,277007,7.3,274099,7.2,102580,2.7,345,0.0,968,0.0,1126,0.0,71396,1.9,12655,0.3,9892,0.3,6128,0.2,2278,0.1,5960,0.2,18171,0.5,16312,0.4,4390,0.1,1079,0.0,837,0.0,370,0.0,2104,0.1,96727,2.5,296110,7.8,31990,0.8,200822,5.3,13954,0.4,17340,0.5,3818851,3818851,3069122,80.4,339895,8.9,506728,13.3,91784,2.4,8278,0.2,113150,3.0,3818851,3818851,357916,9.4,296727,7.8,13515,0.4,2670,0.1,45004
38,Oregon,3900343,3317668,85.1,70700,1.8,47155,1.2,3863,0.1,1647,0.0,496,0.0,1378,0.0,152259,3.9,17041,0.4,35723,0.9,17666,0.5,12864,0.3,16201,0.4,28220,0.7,24544,0.6,14513,0.4,3856,0.1,1262,0.0,1949,0.0,7446,0.2,144234,3.7,153814,3.9,20799,0.5,54638,1.4,34975,0.9,2168,0.1,3900343,3900343,3456866,88.6,102424,2.6,114646,2.9,202801,5.2,28885,0.7,163425,4.2,3900343,3900343,473729,12.1,404999,10.4,10282,0.3,4253,0.1,54195
39,Pennsylvania,12758729,10449680,81.9,1395718,10.9,22951,0.2,3239,0.0,449,0.0,492,0.0,662,0.0,377735,3.0,109453,0.9,95713,0.8,23599,0.2,7109,0.1,39875,0.3,43399,0.3,58587,0.5,3740,0.0,1473,0.0,410,0.0,465,0.0,1392,0.0,249147,2.0,259758,2.0,107449,0.8,34168,0.3,39804,0.3,10960,0.1,12758729,12758729,10671385,83.6,1545028,12.1,84319,0.7,434782,3.4,14756,0.1,289550,2.3,12758729,12758729,784562,6.1,137793,1.1,406337,3.2,19674,0.2,220758
40,Rhode Island,1053252,856605,81.3,66827,6.3,4951,0.5,367,0.0,3,0.0,64,0.0,18,0.0,32994,3.1,4276,0.4,8079,0.8,3015,0.3,706,0.1,1838,0.2,1906,0.2,13174,1.3,536,0.1,211,0.0,239,0.0,0,0.0,86,0.0,61994,5.9,29345,2.8,8375,0.8,3358,0.3,4928,0.5,2440,0.2,1053252,1053252,878995,83.5,82515,7.8,12978,1.2,39238,3.7,1828,0.2,69553,6.6,1053252,1053252,139832,13.3,10500,1.0,36697,3.5,1635,0.2,91000
41,South Carolina,4727273,3176381,67.2,1305347,27.6,15137,0.3,3482,0.1,205,0.0,103,0.0,422,0.0,63199,1.3,15100,0.3,12258,0.3,10375,0.2,2335,0.0,5825,0.1,6633,0.1,10673,0.2,2326,0.0,618,0.0,559,0.0,137,0.0,1012,0.0,73984,1.6,90899,1.9,36216,0.8,17717,0.4,11823,0.3,4986,0.1,4727273,4727273,3254539,68.8,1355280,28.7,42925,0.9,82255,1.7,6000,0.1,83893,1.8,4727273,4727273,248459,5.3,142646,3.0,32173,0.7,7033,0.1,66607
42,South Dakota,834708,712496,85.4,12642,1.5,72016,8.6,250,0.0,999,0.1,327,0.0,62372,7.5,9433,1.1,1194,0.1,1904,0.2,1046,0.1,161,0.0,990,0.1,791,0.1,3347,0.4,229,0.0,54,0.0,82,0.0,48,0.0,45,0.0,7199,0.9,20693,2.5,3614,0.4,11974,1.4,1710,0.2,589,0.1,834708,834708,731811,87.7,17654,2.1,85742,10.3,11823,1.4,753,0.1,8617,1.0,834708,834708,26459,3.2,17245,2.1,1544,0.2,412,0.0,7258
43,Tennessee,6451365,5029109,78.0,1082001,16.8,17656,0.3,5296,0.1,302,0.0,167,0.0,551,0.0,98441,1.5,23842,0.4,16687,0.3,10271,0.2,4227,0.1,10294,0.2,12295,0.2,20825,0.3,3256,0.1,712,0.0,1051,0.0,556,0.0,937,0.0,98240,1.5,122662,1.9,42499,0.7,35319,0.5,16739,0.3,3686,0.1,6451365,6451365,5140348,79.7,1137823,17.6,62318,1.0,122390,1.9,7889,0.1,111571,1.7,6451365,6451365,309828,4.8,201747,3.1,23709,0.4,10610,0.2,73762
44,Texas,26092033,19499105,74.7,3094227,11.9,127236,0.5,16115,0.1,1131,0.0,3328,0.0,2083,0.0,1067008,4.1,284337,1.1,178985,0.7,112729,0.4,19095,0.1,74600,0.3,231102,0.9,166160,0.6,21867,0.1,6821,0.0,6299,0.0,2362,0.0,6385,0.0,1662288,6.4,620302,2.4,145420,0.6,127872,0.5,105147,0.4,20950,0.1,26092033,26092033,20027796,76.8,3316582,12.7,308557,1.2,1227992,4.7,48295,0.2,1824370,7.0,26092033,26092033,9962643,38.2,8704979,33.4,155813,0.6,59115,0.2,1042736
45,Utah,2858111,2515352,88.0,31163,1.1,31999,1.1,1096,0.0,216,0.0,16168,0.6,539,0.0,60631,2.1,6937,0.2,13267,0.5,6225,0.2,6486,0.2,6000,0.2,8222,0.3,13494,0.5,26491,0.9,2343,0.1,385,0.0,9538,0.3,14225,0.5,122012,4.3,70463,2.5,10196,0.4,12721,0.4,17626,0.6,895,0.0,2858111,2858111,2579312,90.2,45289,1.6,49027,1.7,85052,3.0,39273,1.4,136265,4.8,2858111,2858111,379454,13.3,282723,9.9,6932,0.2,2454,0.1,87345
