,State,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
11,Georgia,9468815,5788255,61.1,2873069,30.3,23234,0.2,6490,0.1,321,0.0,467,0.0,371,0.0,296986,3.1,87759,0.9,43243,0.5,18952,0.2,8185,0.1,52074,0.5,46150,0.5,40623,0.4,4850,0.1,1330,0.0,1361,0.0,1192,0.0,967,0.0,338510,3.6,143911,1.5,46005,0.5,25805,0.3,21662,0.2,7634,0.1,9468815,9468815,5906786,62.4,2947532,31.1,64735,0.7,330870,3.5,8873,0.1,364623,3.9,9468815,9468815,784712,8.3,490440,5.2,65368,0.7,23410,0.2,205494
12,Hawaii,1333591,333842,25.0,21170,1.6,3506,0.3,644,0.0,118,0.0,302,0.0,90,0.0,525848,39.4,2041,0.2,57150,4.3,189943,14.2,192028,14.4,24556,1.8,10244,0.8,49886,3.7,127661,9.6,78389,5.9,2093,0.2,15728,1.2,31451,2.4,15964,1.2,305600,22.9,4275,0.3,9067,0.7,67966,5.1,943,0.1,1333591,1333591,555392,41.6,38037,2.9,32133,2.4,763588,57.3,330846,24.8,32907,2.5,1333591,1333591,115433,8.7,33717,2.5,39885,3.0,1483,0.1,40348
13,Idaho,1526797,1407354,92.2,8674,0.6,18951,1.2,1168,0.1,382,0.0,694,0.0,385,0.0,17939,1.2,2156,0.1,3365,0.2,2575,0.2,2987,0.2,1855,0.1,1742,0.1,3259,0.2,2284,0.1,574,0.0,475,0.0,253,0.0,982,0.1,34225,2.2,37370,2.4,3987,0.3,16358,1.1,7175,0.5,221,0.0,1526797,1526797,1442821,94.5,14571,1.0,37300,2.4,27065,1.8,4878,0.3,39879,2.6,1526797,1526797,161337,10.6,140968,9.2,2975,0.2,638,0.0,16756
14,Illinois,12745359,9136680,71.7,1860305,14.6,24729,0.2,3547,0.0,1167,0.0,448,0.0,746,0.0,571537,4.5,183051,1.4,105055,0.8,113762,0.9,19267,0.2,62536,0.5,25062,0.2,62804,0.5,3290,0.0,1166,0.0,963,0.0,317,0.0,844,0.0,927604,7.3,221214,1.7,64830,0.5,33041,0.3,43086,0.3,6660,0.1,12745359,12745359,9329441,73.2,1951337,15.3,75112,0.6,629691,4.9,7697,0.1,985668,7.7,12745359,12745359,1939928,15.2,1535659,12.0,173982,1.4,21974,0.2,208313
15,Indiana,6417398,5461258,85.1,572352,8.9,14487,0.2,3593,0.1,451,0.0,184,0.0,613,0.0,96189,1.5,24384,0.4,23318,0.4,10960,0.2,4835,0.1,9731,0.2,7348,0.1,15613,0.2,1510,0.0,634,0.0,273,0.0,192,0.0,411,0.0,148957,2.3,122645,1.9,45733,0.7,31076,0.5,14338,0.2,3598,0.1,6417398,6417398,5573153,86.8,631970,9.8,54896,0.9,114709,1.8,3931,0.1,168658,2.6,6417398,6417398,361472,5.6,278180,4.3,28856,0.4,4335,0.1,50101
16,Iowa,3016267,2773410,91.9,82682,2.7,9825,0.3,707,0.0,324,0.0,76,0.0,1617,0.1,50363,1.7,9059,0.3,8936,0.3,3559,0.1,1347,0.0,6520,0.2,10832,0.4,10110,0.3,961,0.0,220,0.0,81,0.0,28,0.0,632,0.0,48535,1.6,50491,1.7,18000,0.6,13378,0.4,6511,0.2,1277,0.0,3016267,3016267,2820692,93.5,105734,3.5,26595,0.9,58802,1.9,2330,0.1,55813,1.9,3016267,3016267,136932,4.5,107968,3.6,4480,0.1,1296,0.0,23188
17,Kansas,2809329,2391786,85.1,161768,5.8,24422,0.9,5431,0.2,362,0.0,926,0.0,1040,0.0,66119,2.4,14044,0.5,12045,0.4,5271,0.2,1672,0.1,5470,0.2,13402,0.5,14215,0.5,1625,0.1,374,0.0,273,0.0,412,0.0,566,0.0,81140,2.9,82469,2.9,22835,0.8,27561,1.0,9086,0.3,4734,0.2,2809329,2809329,2465570,87.8,195140,6.9,60560,2.2,77533,2.8,3008,0.1,94184,3.4,2809329,2809329,276108,9.8,230315,8.2,8570,0.3,2022,0.1,35201
18,Kentucky,4285828,3792514,88.5,330764,7.7,8794,0.2,3596,0.1,222,0.0,174,0.0,275,0.0,45604,1.1,10842,0.3,8779,0.2,5473,0.1,4913,0.1,4660,0.1,5245,0.1,5692,0.1,2674,0.1,988,0.0,946,0.0,306,0.0,434,0.0,40178,0.9,65300,1.5,26974,0.6,16856,0.4,7545,0.2,1682,0.0,4285828,4285828,3853227,89.9,364463,8.5,30057,0.7,55560,1.3,4288,0.1,47513,1.1,4285828,4285828,117348,2.7,75227,1.8,10316,0.2,8172,0.2,23633
19,Louisiana,4429940,2819074,63.6,1405685,31.7,27352,0.6,2987,0.1,191,0.0,185,0.0,365,0.0,67210,1.5,9123,0.2,10103,0.2,5777,0.1,2020,0.0,3022,0.1,28173,0.6,8992,0.2,1416,0.0,434,0.0,329,0.0,128,0.0,525,0.0,50343,1.1,58860,1.3,18207,0.4,16585,0.4,6862,0.2,3785,0.1,4429940,4429940,2870027,64.8,1433880,32.4,51096,1.2,76945,1.7,2879,0.1,58402,1.3,4429940,4429940,172754,3.9,72628,1.6,10179,0.2,10238,0.2,79709
20,Maine,1327665,1268805,95.6,13903,1.0,7002,0.5,279,0.0,92,0.0,40,0.0,26,0.0,13432,1.0,1901,0.1,3162,0.2,1829,0.1,586,0.0,1437,0.1,2157,0.2,2360,0.2,438,0.0,219,0.0,90,0.0,62,0.0,67,0.0,4132,0.3,19953,1.5,3223,0.2,10702,0.8,2880,0.2,228,0.0,1327665,1327665,1287721,97.0,18485,1.4,18971,1.4,16987,1.3,929,0.1,5658,0.4,1327665,1327665,17043,1.3,4882,0.4,5132,0.4,800,0.1,6229
21,Maryland,5696423,3396216,59.6,1665235,29.2,16213,0.3,2243,0.0,207,0.0,456,0.0,241,0.0,304574,5.3,76617,1.3,68266,1.2,41722,0.7,7493,0.1,48142,0.8,24703,0.4,37631,0.7,2977,0.1,728,0.0,1328,0.0,131,0.0,790,0.0,178952,3.1,132256,2.3,40495,0.7,16524,0.3,26529,0.5,10708,0.2,5696423,5696423,3502291,61.5,1737112,30.5,51952,0.9,345757,6.1,6146,0.1,197963,3.5,5696423,5696423,429946,7.5,81906,1.4,41835,0.7,9330,0.2,296875
22,Massachusetts,6477096,5289078,81.7,422303,6.5,12584,0.2,840,0.0,280,0.0,144,0.0,111,0.0,335906,5.2,68956,1.1,123561,1.9,13247,0.2,9037,0.1,22202,0.3,42919,0.7,55984,0.9,2281,0.0,416,0.0,820,0.0,164,0.0,881,0.0,270865,4.2,144079,2.2,57048,0.9,18362,0.3,25450,0.4,4701,0.1,6477096,6477096,5414651,83.6,499143,7.7,40769,0.6,368185,5.7,5189,0.1,300365,4.6,6477096,6477096,584975,9.0,39315,0.6,253668,3.9,10267,0.2,281725
23,Michigan,9952687,7895340,79.3,1401616,14.1,54502,0.5,3922,0.0,22760,0.2,336,0.0,625,0.0,242886,2.4,80803,0.8,45454,0.5,22867,0.2,13442,0.1,24598,0.2,19015,0.2,36707,0.4,2722,0.0,984,0.0,335,0.0,523,0.0,880,0.0,144833,1.5,210788,2.1,68267,0.7,55899,0.6,27464,0.3,12583,0.1,9952687,9952687,8081723,81.2,1501538,15.1,136795,1.4,278615,2.8,6285,0.1,173169,1.7,9952687,9952687,423412,4.3,313437,3.1,34961,0.4,9585,0.1,65429
24,Minnesota,5241914,4539826,86.6,257165,4.9,55370,1.1,978,0.0,35568,0.7,149,0.0,5318,0.1,204202,3.9,31357,0.6,23015,0.4,8581,0.2,4295,0.1,16582,0.3,24125,0.5,96247,1.8,2135,0.0,849,0.0,250,0.0,475,0.0,561,0.0,75607,1.4,107609,2.1,35086,0.7,27205,0.5,21087,0.4,3783,0.1,5241914,5241914,4638446,88.5,305075,5.8,93141,1.8,229970,4.4,5023,0.1,85893,1.6,5241914,5241914,233716,4.5,167744,3.2,10760,0.2,2839,0.1,52373
25,Mississippi,2941991,1761910,59.9,1088270,37.0,13610,0.5,1233,0.0,54,0.0,95,0.0,281,0.0,24691,0.8,4826,0.2,4851,0.2,3826,0.1,699,0.0,1790,0.1,5972,0.2,2727,0.1,636,0.0,375,0.0,156,0.0,17,0.0,88,0.0,23428,0.8,29446,1.0,9550,0.3,9286,0.3,3119,0.1,2157,0.1,2941991,2941991,1787746,60.8,1102412,37.5,26420,0.9,28801,1.0,1292,0.0,26511,0.9,2941991,2941991,69834,2.4,45783,1.6,5169,0.2,2007,0.1,16875
26,Missouri,5922314,4938222,83.4,679062,11.5,22829,0.4,7484,0.1,553,0.0,263,0.0,940,0.0,92147,1.6,21634,0.4,20021,0.3,10453,0.2,3063,0.1,10516,0.2,14938,0.3,11522,0.2,5201,0.1,856,0.0,625,0.0,1143,0.0,2577,0.0,61101,1.0,123752,2.1,33250,0.6,48629,0.8,16410,0.3,5271,0.1,5922314,5922314,5051011,85.3,726452,12.3,82043,1.4,113256,1.9,8570,0.1,71453,1.2,5922314,5922314,198670,3.4,140464,2.4,11659,0.2,4586,0.1,41961
27,Montana,973739,874571,89.8,4325,0.4,60135,6.2,869,0.1,3418,0.4,520,0.1,5251,0.5,6091,0.6,520,0.1,1040,0.1,1391,0.1,714,0.1,959,0.1,587,0.1,880,0.1,609,0.1,371,0.0,152,0.0,33,0.0,53,0.0,6050,0.6,21958,2.3,1842,0.2,13511,1.4,2881,0.3,309,0.0,973739,973739,895472,92.0,7311,0.8,75043,7.7,9670,1.0,1446,0.1,7844,0.8,973739,973739,27260,2.8,19540,2.0,1605,0.2,601,0.1,5514
28,Nebraska,1799125,1587857,88.3,77986,4.3,15651,0.9,415,0.0,271,0.0,162,0.0,4077,0.2,29624,1.6,5431,0.3,5522,0.3,2749,0.2,1711,0.1,2919,0.2,7705,0.4,3587,0.2,1209,0.1,243,0.0,300,0.0,129,0.0,537,0.0,49026,2.7,37772,2.1,9993,0.6,9501,0.5,5445,0.3,3394,0.2,1799125,1799125,1619984,90.0,94346,5.2,31456,1.7,37232,2.1,1982,0.1,54731,3.0,1799125,1799125,151971,8.4,120603,6.7,2770,0.2,1517,0.1,27081
29,Nevada,2633331,1938033,73.6,207567,7.9,28403,1.1,1859,0.1,477,0.0,2253,0.1,435,0.0,183979,7.0,8637,0.3,30348,1.2,93120,3.5,11465,0.4,12164,0.5,9178,0.3,19067,0.7,15526,0.6,6915,0.3,3655,0.1,2121,0.1,2835,0.1,167382,6.4,92441,3.5,17440,0.7,14594,0.6,20742,0.8,2413,0.1,2633331,2633331,2014380,76.5,236189,9.0,49756,1.9,220324,8.4,28826,1.1,185727,7.1,2633331,2633331,673897,25.6,524959,19.9,20926,0.8,19232,0.7,108780
30,New Hampshire,1313939,1241539,94.5,14186,1.1,2835,0.2,316,0.0,22,0.0,51,0.0,25,0.0,27754,2.1,8962,0.7,6558,0.5,1787,0.1,832,0.1,2093,0.2,2786,0.2,4736,0.4,287,0.0,64,0.0,96,0.0,2,0.0,125,0.0,9997,0.8,17341,1.3,4131,0.3,5896,0.4,3407,0.3,312,0.0,1313939,1313939,1257524,95.7,19845,1.5,9809,0.7,32239,2.5,766,0.1,12046,0.9,1313939,1313939,35338,2.7,7437,0.6,11234,0.9,1395,0.1,15272
31,New Jersey,8721577,6074010,69.6,1176241,13.5,19683,0.2,1265,0.0,99,0.0,130,0.0,321,0.0,697788,8.0,279275,3.2,133583,1.5,112111,1.3,14734,0.2,87873,1.0,23676,0.3,46536,0.5,2303,0.0,374,0.0,914,0.0,149,0.0,866,0.0,576943,6.6,174609,2.0,51225,0.6,18899,0.2,31815,0.4,8178,0.1,8721577,8721577,6212399,71.2,1258955,14.4,55828,0.6,746162,8.6,6161,0.1,626259,7.2,8721577,8721577,1468176,16.8,202991,2.3,426298,4.9,84650,1.0,754237
32,New Mexico,2013122,1433955,71.2,39935,2.0,188217,9.3,1494,0.1,480,0.0,110637,5.5,777,0.0,27463,1.4,3778,0.2,6060,0.3,4439,0.2,2619,0.1,2197,0.1,4840,0.2,3530,0.2,1088,0.1,469,0.0,392,0.0,143,0.0,84,0.0,261155,13.0,61309,3.0,6542,0.3,18824,0.9,5691,0.3,1552,0.1,2013122,2013122,1487829,73.9,51468,2.6,213560,10.6,35319,1.8,2585,0.1,286424,14.2,2013122,2013122,913902,45.4,526314,26.1,7477,0.4,3545,0.2,376566
33,New York,19229752,12764402,66.4,2990591,15.6,66876,0.3,3716,0.0,463,0.0,311,0.0,485,0.0,1392380,7.2,341134,1.8,563695,2.9,110379,0.6,40796,0.2,136211,0.7,34805,0.2,165360,0.9,5334,0.0,2039,0.0,1085,0.0,737,0.0,1473,0.0,1607796,8.4,402373,2.1,112277,0.6,46209,0.2,60760,0.3,19262,0.1,19229752,19229752,13069889,68.0,3200210,16.6,155778,0.8,1491647,7.8,12513,0.1,1732144,9.0,19229752,19229752,3288880,17.1,422292,2.2,1104806,5.7,69775,0.4,1692007
34,North Carolina,9271178,6453727,69.6,1980942,21.4,106026,1.1,13737,0.1,300,0.0,290,0.0,364,0.0,194993,2.1,52534,0.6,31529,0.3,18610,0.2,6604,0.1,19307,0.2,26286,0.3,40123,0.4,5170,0.1,1465,0.0,1968,0.0,370,0.0,1367,0.0,356243,3.8,174077,1.9,53031,0.6,35736,0.4,22568,0.2,16741,0.2,9271178,9271178,6596608,71.2,2071701,22.3,170234,1.8,227046,2.4,10006,0.1,384274,4.1,9271178,9271178,723408,7.8,458493,4.9,64314,0.7,15524,0.2,185077
35,North Dakota,659858,597392,90.5,7034,1.1,34798,5.3,180,0.0,14328,2.2,148,0.0,10663,1.6,6132,0.9,984,0.1,1494,0.2,713,0.1,600,0.1,589,0.1,784,0.1,968,0.1,439,0.1,156,0.0,117,0.0,19,0.0,147,0.0,3712,0.6,10351,1.6,1932,0.3,5234,0.8,1572,0.2,207,0.0,659858,659858,607241,92.0,9444,1.4,40737,6.2,8065,1.2,775,0.1,4368,0.7,659858,659858,12878,2.0,9344,1.4,962,0.1,108,0.0,2464
36,Ohio,11512431,9598726,83.4,1391240,12.1,22785,0.2,6430,0.1,1034,0.0,495,0.0,903,0.0,186464,1.6,60559,0.5,42458,0.4,17971,0.2,9777,0.1,15122,0.1,14611,0.1,25966,0.2,2162,0.0,830,0.0,876,0.0,60,0.0,396,0.0,98214,0.9,212840,1.8,89401,0.8,46811,0.4,26022,0.2,8368,0.1,11512431,11512431,9791918,85.1,1509112,13.1,90110,0.8,221132,1.9,5902,0.1,122607,1.1,11512431,11512431,333019,2.9,168623,1.5,87300,0.8,7196,0.1,69900
37,Oklahoma,3675339,2720135,74.0,267179,7.3,259809,7.1,97859,2.7,369,0.0,956,0.0,989,0.0,61581,1.7,10348,0.3,8827,0.2,6164,0.2,2291,0.1,5652,0.2,16927,0.5,11372,0.3,3967,0.1,901,0.0,1128,0.0,273,0.0,1665,0.0,98772,2.7,263896,7.2,23595,0.6,187016,5.1,11385,0.3,14080,0.4,3675339,3675339,2962562,80.6,315521,8.6,471549,12.8,78419,2.1,7720,0.2,113763,3.1,3675339,3675339,302167,8.2,248661,6.8,10352,0.3,1960,0.1,41194
38,Oregon,3761925,3220250,85.6,66427,1.8,60612,1.6,4103,0.1,1579,0.0,1055,0.0,1323,0.0,135518,3.6,13676,0.4,29225,0.8,15721,0.4,13448,0.4,16055,0.4,27389,0.7,20004,0.5,12100,0.3,2927,0.1,1887,0.1,554,0.0,6732,0.2,135825,3.6,131193,3.5,17782,0.5,48998,1.3,29563,0.8,1697,0.0,3761925,3761925,3343241,88.9,92533,2.5,118793,3.2,173469,4.6,21874,0.6,153195,4.1,3761925,3761925,420195,11.2,353561,9.4,7944,0.2,3991,0.1,54699
39,Pennsylvania,12612705,10460096,82.9,1347052,10.7,18205,0.1,2968,0.0,293,0.0,360,0.0,597,0.0,332435,2.6,100269,0.8,78547,0.6,21054,0.2,6593,0.1,38676,0.3,40923,0.3,46373,0.4,3012,0.0,839,0.0,459,0.0,434,0.0,1280,0.0,255069,2.0,196836,1.6,80475,0.6,28976,0.2,27062,0.2,10588,0.1,12612705,12612705,10628758,84.3,1460084,11.6,68238,0.5,370916,2.9,7076,0.1,288173,2.3,12612705,12612705,656508,5.2,115235,0.9,351084,2.8,16759,0.1,173430
40,Rhode Island,1056389,866678,82.0,62082,5.9,4521,0.4,88,0.0,0,0.0,35,0.0,17,0.0,30991,2.9,3659,0.3,7635,0.7,3716,0.4,480,0.0,2461,0.2,1239,0.1,11801,1.1,357,0.0,64,0.0,209,0.0,0,0.0,84,0.0,68281,6.5,23479,2.2,6522,0.6,3840,0.4,3072,0.3,1704,0.2,1056389,1056389,885501,83.8,73967,7.0,11957,1.1,34826,3.3,757,0.1,74825,7.1,1056389,1056389,124432,11.8,8858,0.8,32012,3.0,2030,0.2,81532
41,South Carolina,4511428,3034000,67.3,1269484,28.1,14095,0.3,3227,0.1,197,0.0,46,0.0,328,0.0,54288,1.2,12690,0.3,9471,0.2,9426,0.2,2774,0.1,4468,0.1,6384,0.1,9075,0.2,2053,0.0,561,0.0,729,0.0,162,0.0,601,0.0,70689,1.6,66819,1.5,25383,0.6,15432,0.3,9407,0.2,3879,0.1,4511428,4511428,3092346,68.5,1304369,28.9,36209,0.8,67598,1.5,3918,0.1,77459,1.7,4511428,4511428,208754,4.6,128752,2.9,23168,0.5,4956,0.1,51878
42,South Dakota,799462,692330,86.6,8874,1.1,68215,8.5,223,0.0,564,0.1,302,0.0,59765,7.5,7126,0.9,723,0.1,1170,0.1,1095,0.1,273,0.0,946,0.1,1363,0.2,1556,0.2,241,0.0,70,0.0,160,0.0,7,0.0,4,0.0,7125,0.9,15551,1.9,2437,0.3,7822,1.0,1389,0.2,628,0.1,799462,799462,706088,88.3,12908,1.6,78340,9.8,9104,1.1,573,0.1,9134,1.1,799462,799462,20444,2.6,13575,1.7,1484,0.2,144,0.0,5241
43,Tennessee,6234968,4910745,78.8,1037376,16.6,15237,0.2,5356,0.1,395,0.0,195,0.0,386,0.0,87257,1.4,19693,0.3,15777,0.3,9263,0.1,4449,0.1,10264,0.2,9376,0.2,18435,0.3,2987,0.0,1102,0.0,907,0.0,541,0.0,437,0.0,86056,1.4,95310,1.5,30055,0.5,31227,0.5,11607,0.2,3767,0.1,6234968,6234968,4998025,80.2,1077583,17.3,54352,0.9,102897,1.7,5362,0.1,97768,1.6,6234968,6234968,261448,4.2,172662,2.8,19312,0.3,6589,0.1,62885
44,Texas,24311891,17503446,72.0,2864666,11.8,119680,0.5,18023,0.1,970,0.0,2158,0.0,1859,0.0,904831,3.7,230842,0.9,153386,0.6,100262,0.4,19460,0.1,64351,0.3,204999,0.8,131531,0.5,19005,0.1,5388,0.0,5768,0.0,1826,0.0,6023,0.0,2411546,9.9,488717,2.0,95449,0.4,106865,0.4,68681,0.3,16322,0.1,24311891,24311891,17928861,73.7,3019735,12.4,267204,1.1,1004701,4.1,31382,0.1,2576587,10.6,24311891,24311891,8917477,36.7,7704044,31.7,119149,0.5,39603,0.2,1054681
45,Utah,2657236,2375876,89.4,27030,1.0,30831,1.2,976,0.0,362,0.0,16899,0.6,437,0.0,53046,2.0,5011,0.2,11902,0.4,5675,0.2,6830,0.3,5944,0.2,6869,0.3,10815,0.4,23944,0.9,2059,0.1,515,0.0,8970,0.3,12400,0.5,90925,3.4,55584,2.1,8814,0.3,11562,0.4,14123,0.5,492,0.0,2657236,2657236,2427617,91.4,38161,1.4,44941,1.7,70624,2.7,32522,1.2,101910,3.8,2657236,2657236,326806,12.3,246844,9.3,6129,0.2,1967,0.1,71866
