,State,Year,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
178,Michigan,2013,9886095,7841011,79.3,1385154,14.0,54881,0.6,3714,0.0,22550,0.2,370,0.0,724,0.0,251175,2.5,83066,0.8,46462,0.5,26003,0.3,11909,0.1,24362,0.2,17156,0.2,42217,0.4,2230,0.0,799,0.0,366,0.0,368,0.0,697,0.0,107676,1.1,243968,2.5,83326,0.8,57833,0.6,36603,0.4,13707,0.1,9886095,9886095,8055231,81.5,1505235,15.2,142001,1.4,300397,3.0,8294,0.1,136318,1.4,9886095,9886095,447594,4.5,334049,3.4,40329,0.4,9548,0.1,63668
179,Minnesota,2013,5347740,4575991,85.6,279944,5.2,57479,1.1,645,0.0,34638,0.6,223,0.0,5872,0.1,222761,4.2,34328,0.6,27056,0.5,9052,0.2,4034,0.1,16608,0.3,25677,0.5,106006,2.0,2259,0.0,749,0.0,243,0.0,520,0.0,747,0.0,77273,1.4,132033,2.5,44018,0.8,30980,0.6,27767,0.5,4426,0.1,5347740,5347740,4695828,87.8,339158,6.3,101088,1.9,257852,4.8,6589,0.1,89331,1.7,5347740,5347740,257144,4.8,181389,3.4,12387,0.2,3973,0.1,59395
180,Mississippi,2013,2976872,1769766,59.5,1106982,37.2,13030,0.4,976,0.0,42,0.0,149,0.0,67,0.0,27646,0.9,5486,0.2,5587,0.2,4004,0.1,978,0.0,2046,0.1,7264,0.2,2281,0.1,274,0.0,153,0.0,56,0.0,23,0.0,42,0.0,24666,0.8,34508,1.2,12501,0.4,9736,0.3,3632,0.1,1923,0.1,2976872,2976872,1800009,60.5,1125039,37.8,26463,0.9,33452,1.1,1075,0.0,28019,0.9,2976872,2976872,81433,2.7,52751,1.8,7606,0.3,2143,0.1,18933
181,Missouri,2013,6007182,4984653,83.0,691128,11.5,22781,0.4,7782,0.1,425,0.0,363,0.0,844,0.0,98962,1.6,22964,0.4,22906,0.4,11645,0.2,3212,0.1,9679,0.2,14628,0.2,13928,0.2,6263,0.1,1223,0.0,585,0.0,1270,0.0,3185,0.1,64155,1.1,139240,2.3,44241,0.7,42544,0.7,21137,0.4,6359,0.1,6007182,6007182,5109530,85.1,752072,12.5,78309,1.3,126992,2.1,11366,0.2,76540,1.3,6007182,6007182,219705,3.7,154099,2.6,13053,0.2,5751,0.1,46802
182,Montana,2013,998554,893032,89.4,4038,0.4,64426,6.5,917,0.1,3036,0.3,456,0.0,5502,0.6,6246,0.6,559,0.1,1328,0.1,1325,0.1,882,0.1,981,0.1,234,0.0,937,0.1,676,0.1,482,0.0,54,0.0,52,0.0,88,0.0,5841,0.6,24295,2.4,2794,0.3,13399,1.3,3503,0.4,322,0.0,998554,998554,916356,91.8,8023,0.8,79428,8.0,11370,1.1,2176,0.2,7517,0.8,998554,998554,30490,3.1,21615,2.2,1227,0.1,573,0.1,7075
183,Nebraska,2013,1841625,1624312,88.2,84228,4.6,16408,0.9,512,0.0,162,0.0,393,0.0,3977,0.2,34144,1.9,5629,0.3,5635,0.3,2411,0.1,1313,0.1,2810,0.2,8623,0.5,7723,0.4,1254,0.1,378,0.0,286,0.0,106,0.0,484,0.0,41346,2.2,39933,2.2,11623,0.6,9499,0.5,6347,0.3,2349,0.1,1841625,1841625,1659558,90.1,101320,5.5,31318,1.7,42902,2.3,2834,0.2,47177,2.6,1841625,1841625,173903,9.4,135620,7.4,3803,0.2,2237,0.1,32243
184,Nevada,2013,2730066,1948808,71.4,224424,8.2,29446,1.1,1264,0.0,549,0.0,1933,0.1,822,0.0,202157,7.4,9884,0.4,33255,1.2,103288,3.8,10320,0.4,13683,0.5,11085,0.4,20642,0.8,16841,0.6,6386,0.2,3113,0.1,3995,0.1,3347,0.1,200115,7.3,108275,4.0,21176,0.8,14738,0.5,26497,1.0,2665,0.1,2730066,2730066,2036644,74.6,258381,9.5,52327,1.9,249732,9.1,34230,1.3,218812,8.0,2730066,2730066,734097,26.9,569584,20.9,22110,0.8,22458,0.8,119945
185,New Hampshire,2013,1319171,1240404,94.0,16011,1.2,2588,0.2,88,0.0,21,0.0,50,0.0,8,0.0,29337,2.2,8301,0.6,6686,0.5,1953,0.1,709,0.1,2397,0.2,2615,0.2,6676,0.5,214,0.0,28,0.0,92,0.0,21,0.0,73,0.0,8788,0.7,21829,1.7,5537,0.4,6646,0.5,5523,0.4,276,0.0,1319171,1319171,1260829,95.6,23209,1.8,10573,0.8,36166,2.7,1040,0.1,10787,0.8,1319171,1319171,38817,2.9,10247,0.8,11870,0.9,1667,0.1,15033
186,New Jersey,2013,8832406,6108784,69.2,1197753,13.6,20482,0.2,1344,0.0,102,0.0,108,0.0,302,0.0,756668,8.6,312436,3.5,139733,1.6,114667,1.3,13831,0.2,91870,1.0,24717,0.3,59414,0.7,2610,0.0,611,0.0,394,0.0,157,0.0,1448,0.0,528846,6.0,217263,2.5,66443,0.8,20214,0.2,40316,0.5,8974,0.1,8832406,8832406,6280434,71.1,1304515,14.8,63292,0.7,820523,9.3,10430,0.1,587522,6.7,8832406,8832406,1603510,18.2,222127,2.5,453430,5.1,88319,1.0,839634
187,New Mexico,2013,2069706,1511087,73.0,42196,2.0,189953,9.2,1546,0.1,477,0.0,112882,5.5,906,0.0,28034,1.4,4031,0.2,5747,0.3,5170,0.2,2472,0.1,2187,0.1,5133,0.2,3294,0.2,1477,0.1,500,0.0,460,0.0,281,0.0,236,0.0,233341,11.3,63618,3.1,8835,0.4,16845,0.8,7412,0.4,2002,0.1,2069706,2069706,1565526,75.6,56788,2.7,214432,10.4,39080,1.9,3923,0.2,257184,12.4,2069706,2069706,966268,46.7,605829,29.3,6976,0.3,4481,0.2,348982
188,New York,2013,19487053,12779326,65.6,3042152,15.6,72740,0.4,3785,0.0,415,0.0,261,0.0,408,0.0,1479326,7.6,328935,1.7,615101,3.2,111954,0.6,38179,0.2,136378,0.7,29323,0.2,219456,1.1,7365,0.0,2328,0.0,1252,0.0,774,0.0,3011,0.0,1595715,8.2,510429,2.6,140171,0.7,51720,0.3,84591,0.4,20116,0.1,19487053,19487053,13164076,67.6,3294586,16.9,178793,0.9,1622048,8.3,23654,0.1,1756353,9.0,19487053,19487053,3488083,17.9,456898,2.3,1116244,5.7,73921,0.4,1841020
189,North Carolina,2013,9651380,6727690,69.7,2068726,21.4,111733,1.2,15037,0.2,419,0.0,584,0.0,507,0.0,221392,2.3,61764,0.6,37266,0.4,19131,0.2,6113,0.1,21575,0.2,29711,0.3,45832,0.5,5390,0.1,1745,0.0,1247,0.0,667,0.0,1731,0.0,297514,3.1,218935,2.3,70930,0.7,41667,0.4,29688,0.3,17408,0.2,9651380,9651380,6909415,71.6,2184904,22.6,187997,1.9,265186,2.7,13191,0.1,330473,3.4,9651380,9651380,824868,8.5,504479,5.2,77153,0.8,19883,0.2,223353
190,North Dakota,2013,689781,618098,89.6,9273,1.3,36659,5.3,62,0.0,15160,2.2,179,0.0,11230,1.6,7362,1.1,1604,0.2,1476,0.2,750,0.1,405,0.1,466,0.1,1200,0.2,1461,0.2,332,0.0,100,0.0,96,0.0,23,0.0,113,0.0,4531,0.7,13526,2.0,2679,0.4,6466,0.9,2026,0.3,290,0.0,689781,689781,630961,91.5,12676,1.8,43966,6.4,9888,1.4,882,0.1,5614,0.8,689781,689781,16054,2.3,12169,1.8,1132,0.2,201,0.0,2552
191,Ohio,2013,11549590,9569431,82.9,1402897,12.1,20709,0.2,5167,0.0,954,0.0,391,0.0,760,0.0,201394,1.7,65664,0.6,49284,0.4,17376,0.2,9747,0.1,16560,0.1,14138,0.1,28625,0.2,2402,0.0,1040,0.0,421,0.0,156,0.0,785,0.0,93753,0.8,259004,2.2,119753,1.0,48248,0.4,32973,0.3,9093,0.1,11549590,11549590,9805297,84.9,1556296,13.5,93464,0.8,248212,2.1,9307,0.1,117724,1.0,11549590,11549590,367394,3.2,185376,1.6,99816,0.9,8040,0.1,74162
192,Oklahoma,2013,3785742,2783609,73.5,273421,7.2,266509,7.0,97856,2.6,451,0.0,1093,0.0,989,0.0,68161,1.8,11267,0.3,9633,0.3,6124,0.2,2236,0.1,6382,0.2,17636,0.5,14883,0.4,4283,0.1,971,0.0,602,0.0,468,0.0,2242,0.1,95783,2.5,293976,7.8,29863,0.8,202659,5.4,13395,0.4,16678,0.4,3785742,3785742,3052747,80.6,333407,8.8,499537,13.2,88023,2.3,8479,0.2,111695,3.0,3785742,3785742,345139,9.1,286884,7.6,12384,0.3,2137,0.1,43734
193,Oregon,2013,3868721,3297149,85.2,70328,1.8,47411,1.2,3709,0.1,1584,0.0,793,0.0,1456,0.0,147986,3.8,15830,0.4,34387,0.9,16072,0.4,12879,0.3,16203,0.4,29946,0.8,22669,0.6,14993,0.4,3361,0.1,1051,0.0,1974,0.1,8607,0.2,145000,3.7,145854,3.8,19960,0.5,51641,1.3,33073,0.9,2148,0.1,3868721,3868721,3430808,88.7,100536,2.6,110373,2.9,195366,5.0,28011,0.7,163794,4.2,3868721,3868721,461901,11.9,393998,10.2,9752,0.3,4610,0.1,53541
194,Pennsylvania,2013,12731381,10467433,82.2,1385799,10.9,20258,0.2,2884,0.0,290,0.0,368,0.0,683,0.0,363967,2.9,107857,0.8,89818,0.7,22564,0.2,6767,0.1,38496,0.3,43953,0.3,54512,0.4,3510,0.0,1417,0.0,348,0.0,460,0.0,1285,0.0,246840,1.9,243574,1.9,102186,0.8,31787,0.2,36356,0.3,10897,0.1,12731381,12731381,10675840,83.9,1526403,12.0,76866,0.6,415885,3.3,12729,0.1,286036,2.2,12731381,12731381,753701,5.9,131131,1.0,394973,3.1,19605,0.2,207992
195,Rhode Island,2013,1051695,855594,81.4,66569,6.3,4616,0.4,360,0.0,3,0.0,44,0.0,14,0.0,32384,3.1,4064,0.4,7743,0.7,3549,0.3,559,0.1,1739,0.2,1439,0.1,13291,1.3,383,0.0,112,0.0,175,0.0,0,0.0,96,0.0,64602,6.1,27547,2.6,8113,0.8,3480,0.3,4351,0.4,2228,0.2,1051695,1051695,876853,83.4,81306,7.7,12490,1.2,37959,3.6,1345,0.1,71666,6.8,1051695,1051695,135317,12.9,9667,0.9,33051,3.1,1855,0.2,90744
196,South Carolina,2013,4679602,3144146,67.2,1298534,27.7,14732,0.3,3867,0.1,153,0.0,85,0.0,365,0.0,61097,1.3,13624,0.3,11906,0.3,10302,0.2,2540,0.1,5430,0.1,6801,0.1,10494,0.2,2128,0.0,569,0.0,541,0.0,122,0.0,896,0.0,74130,1.6,84835,1.8,33553,0.7,16781,0.4,11266,0.2,4504,0.1,4679602,4679602,3216916,68.7,1344707,28.7,40184,0.9,78511,1.7,4963,0.1,84351,1.8,4679602,4679602,241448,5.2,140423,3.0,30581,0.7,6716,0.1,63728
197,South Dakota,2013,825198,706667,85.6,11531,1.4,71766,8.7,255,0.0,961,0.1,282,0.0,62599,7.6,8597,1.0,1052,0.1,1772,0.2,810,0.1,162,0.0,1128,0.1,972,0.1,2701,0.3,226,0.0,60,0.0,52,0.0,59,0.0,55,0.0,7214,0.9,19197,2.3,3217,0.4,10841,1.3,1541,0.2,603,0.1,825198,825198,724354,87.8,16261,2.0,84533,10.2,10757,1.3,733,0.1,8713,1.1,825198,825198,24598,3.0,15867,1.9,1571,0.2,413,0.1,6747
198,Tennessee,2013,6402387,5007014,78.2,1073534,16.8,16604,0.3,5015,0.1,255,0.0,147,0.0,439,0.0,95801,1.5,23211,0.4,16149,0.3,9132,0.1,4007,0.1,10659,0.2,12745,0.2,19898,0.3,3110,0.0,883,0.0,852,0.0,450,0.0,925,0.0,93081,1.5,113243,1.8,38202,0.6,33877,0.5,15082,0.2,3881,0.1,6402387,6402387,5110537,79.8,1124111,17.6,59620,0.9,116393,1.8,6286,0.1,106071,1.7,6402387,6402387,300159,4.7,199217,3.1,22827,0.4,9602,0.1,68513
199,Texas,2013,25639373,19075100,74.4,3030970,11.8,129219,0.5,16675,0.1,1207,0.0,2789,0.0,2085,0.0,1019260,4.0,266841,1.0,170446,0.7,108634,0.4,19053,0.1,70506,0.3,227000,0.9,156780,0.6,20974,0.1,6336,0.0,6322,0.0,2369,0.0,5947,0.0,1773524,6.9,590326,2.3,133670,0.5,125366,0.5,93150,0.4,20245,0.1,25639373,25639373,19580511,76.4,3236369,12.6,304987,1.2,1163272,4.5,43401,0.2,1938336,7.6,25639373,25639373,9717727,37.9,8519678,33.2,145425,0.6,50586,0.2,1002038
200,Utah,2013,2813673,2487467,88.4,31101,1.1,31696,1.1,1040,0.0,243,0.0,16113,0.6,531,0.0,58150,2.1,6063,0.2,12735,0.5,6265,0.2,6705,0.2,6316,0.2,7362,0.3,12704,0.5,26145,0.9,2398,0.1,490,0.0,9280,0.3,13977,0.5,112795,4.0,66319,2.4,9439,0.3,12861,0.5,16383,0.6,731,0.0,2813673,2813673,2548060,90.6,44294,1.6,48024,1.7,80873,2.9,37453,1.3,126274,4.5,2813673,2813673,368552,13.1,275095,9.8,7215,0.3,2333,0.1,83909
201,Vermont,2013,625904,595862,95.2,6139,1.0,1841,0.3,88,0.0,52,0.0,11,0.0,30,0.0,7922,1.3,819,0.1,2022,0.3,594,0.1,383,0.1,959,0.2,1291,0.2,1854,0.3,145,0.0,29,0.0,50,0.0,13,0.0,53,0.0,1744,0.3,12251,2.0,2897,0.5,5246,0.8,2542,0.4,82,0.0,625904,625904,607696,97.1,9604,1.5,7666,1.2,10954,1.8,443,0.1,2447,0.4,625904,625904,9803,1.6,3105,0.5,2580,0.4,578,0.1,3540
202,Virginia,2013,8100653,5627076,69.5,1568021,19.4,24816,0.3,4113,0.1,630,0.0,416,0.0,536,0.0,457792,5.7,107194,1.3,62217,0.8,68485,0.8,10755,0.1,71294,0.9,57503,0.7,80344,1.0,5633,0.1,1996,0.0,1780,0.0,461,0.0,1396,0.0,179449,2.2,237866,2.9,72512,0.9,28605,0.4,61784,0.8,11419,0.1,8100653,8100653,5828235,71.9,1680661,20.7,80140,1.0,543942,6.7,16395,0.2,211504,2.6,8100653,8100653,659599,8.1,164866,2.0,81649,1.0,16872,0.2,396212
203,Washington,2013,6819579,5350938,78.5,245041,3.6,94194,1.4,4417,0.1,3045,0.0,1369,0.0,2270,0.0,498941,7.3,65911,1.0,102668,1.5,90012,1.3,38115,0.6,61523,0.9,69560,1.0,71152,1.0,40695,0.6,5998,0.1,10467,0.2,13319,0.2,10911,0.2,265299,3.9,324471,4.8,56475,0.8,76389,1.1,89342,1.3,6862,0.1,6819579,6819579,5636879,82.7,336990,4.9,199587,2.9,627759,9.2,74403,1.1,302818,4.4,6819579,6819579,783693,11.5,642475,9.4,28060,0.4,7190,0.1,105968
204,West Virginia,2013,1853619,1737996,93.8,58489,3.2,2955,0.2,1293,0.1,132,0.0,0,0.0,74,0.0,12806,0.7,3357,0.2,3033,0.2,1760,0.1,558,0.0,1134,0.1,1181,0.1,1783,0.1,666,0.0,368,0.0,80,0.0,78,0.0,140,0.0,4739,0.3,35968,1.9,12299,0.7,16037,0.9,2819,0.2,1273,0.1,1853619,1853619,1771808,95.6,73966,4.0,22087,1.2,16396,0.9,1336,0.1,6198,0.3,1853619,1853619,23285,1.3,10272,0.6,3648,0.2,849,0.0,8516
205,Wisconsin,2013,5706871,4966900,87.0,355873,6.2,49343,0.9,735,0.0,15751,0.3,198,0.0,805,0.0,132609,2.3,23111,0.4,20099,0.4,8336,0.1,2349,0.0,8284,0.1,4608,0.1,65822,1.2,1305,0.0,412,0.0,402,0.0,202,0.0,289,0.0,85288,1.5,115553,2.0,36385,0.6,29621,0.5,19344,0.3,4370,0.1,5706871,5706871,5071669,88.9,406484,7.1,90452,1.6,156993,2.8,4401,0.1,100829,1.8,5706871,5706871,345866,6.1,254577,4.5,49786,0.9,3879,0.1,37624
206,Wyoming,2013,570134,518388,90.9,5167,0.9,13268,2.3,240,0.0,593,0.1,340,0.1,1066,0.2,4782,0.8,684,0.1,822,0.1,1245,0.2,733,0.1,487,0.1,327,0.1,484,0.1,197,0.0,71,0.0,48,0.0,24,0.0,54,0.0,12491,2.2,15841,2.8,2307,0.4,8123,1.4,1494,0.3,164,0.0,570134,570134,533312,93.5,8060,1.4,22216,3.9,6824,1.2,807,0.1,15369,2.7,570134,570134,52454,9.2,38873,6.8,763,0.1,384,0.1,12434
207,Puerto Rico,2013,3682966,2575834,69.9,284860,7.7,10471,0.3,0,0.0,0,0.0,8,0.0,0,0.0,12120,0.3,9043,0.2,1676,0.0,125,0.0,206,0.0,100,0.0,255,0.0,715,0.0,61,0.0,44,0.0,10,0.0,7,0.0,0,0.0,365364,9.9,434256,11.8,400649,10.9,1777,0.0,688,0.0,1435,0.0,3682966,3682966,3001933,81.5,701144,19.0,20937,0.6,15031,0.4,476,0.0,387818,10.5,3682966,3682966,3643237,98.9,11131,0.3,3523798,95.7,15980,0.4,92328
208,Alabama,2014,4817678,3327891,69.1,1269808,26.4,25181,0.5,9651,0.2,188,0.0,147,0.0,258,0.0,58322,1.2,12714,0.3,11374,0.2,5181,0.1,1541,0.0,9638,0.2,9363,0.2,8511,0.2,1430,0.0,520,0.0,481,0.0,152,0.0,277,0.0,58618,1.2,76428,1.6,23804,0.5,25631,0.5,9347,0.2,4041,0.1,4817678,4817678,3393927,70.4,1304167,27.1,58134,1.2,72528,1.5,3737,0.1,65898,1.4,4817678,4817678,191838,4.0,128902,2.7,14814,0.3,4667,0.1,43455
209,Alaska,2014,728300,484195,66.5,25148,3.5,102743,14.1,712,0.1,273,0.0,321,0.0,456,0.1,40976,5.6,720,0.1,2111,0.3,20909,2.9,1886,0.3,4858,0.7,862,0.1,9630,1.3,8335,1.1,1274,0.2,356,0.0,5102,0.7,1603,0.2,8382,1.2,58521,8.0,5995,0.8,30774,4.2,7821,1.1,2097,0.3,728300,728300,535675,73.6,36694,5.0,141127,19.4,54272,7.5,12349,1.7,11650,1.6,728300,728300,45247,6.2,25922,3.6,6312,0.9,855,0.1,12158
210,Arizona,2014,6561516,5174082,78.9,274380,4.2,290780,4.4,3399,0.1,1108,0.0,144298,2.2,1891,0.0,191071,2.9,39488,0.6,37970,0.6,36052,0.5,10029,0.2,15602,0.2,25649,0.4,26281,0.4,12638,0.2,4349,0.1,1829,0.0,2061,0.0,4399,0.1,418033,6.4,200532,3.1,41079,0.6,42363,0.6,39272,0.6,5513,0.1,6561516,6561516,5344789,81.5,335856,5.1,352996,5.4,249495,3.8,27079,0.4,466855,7.1,6561516,6561516,1977026,30.1,1784013,27.2,37301,0.6,12778,0.2,142934
211,Arkansas,2014,2947036,2306073,78.3,458136,15.5,18337,0.6,7367,0.2,122,0.0,167,0.0,105,0.0,38409,1.3,8826,0.3,6072,0.2,5023,0.2,924,0.0,1950,0.1,5752,0.2,9862,0.3,6278,0.2,543,0.0,143,0.0,82,0.0,5510,0.2,60565,2.1,59238,2.0,15726,0.5,25835,0.9,6175,0.2,1405,0.0,2947036,2947036,2360719,80.1,478513,16.2,48193,1.6,46905,1.6,8517,0.3,66295,2.2,2947036,2947036,198109,6.7,151482,5.1,5121,0.2,1230,0.0,40276
212,California,2014,38066920,23650913,62.1,2262323,5.9,287360,0.8,22525,0.1,2544,0.0,8862,0.0,4872,0.0,5130536,13.5,595717,1.6,1353021,3.6,1222249,3.2,277802,0.7,461748,1.2,622385,1.6,597614,1.6,147286,0.4,23685,0.1,24098,0.1,40075,0.1,59428,0.2,4890329,12.8,1698173,4.5,225328,0.6,265684,0.7,465080,1.2,39939,0.1,38066920,38066920,25049792,65.8,2697319,7.1,707548,1.9,5846268,15.4,299503,0.8,5328475,14.0,38066920,38066920,14534449,38.2,12108744,31.8,207878,0.5,92022,0.2,2125805
213,Colorado,2014,5197580,4364911,84.0,209062,4.0,49917,1.0,3997,0.1,910,0.0,7233,0.1,3467,0.1,146561,2.8,21034,0.4,27873,0.5,13818,0.3,10819,0.2,21963,0.4,23933,0.5,27121,0.5,6641,0.1,2380,0.0,1542,0.0,862,0.0,1857,0.0,240282,4.6,180206,3.5,33013,0.6,43020,0.8,37675,0.7,4127,0.1,5197580,5197580,4523964,87.0,263425,5.1,110856,2.1,200876,3.9,16502,0.3,279551,5.4,5197580,5197580,1088602,20.9,820892,15.8,27809,0.5,6808,0.1,233093
214,Connecticut,2014,3592053,2789105,77.6,365871,10.2,8036,0.2,646,0.0,47,0.0,41,0.0,84,0.0,145842,4.1,49669,1.4,34736,1.0,13201,0.4,3852,0.1,9545,0.3,9492,0.3,25347,0.7,1105,0.0,289,0.0,331,0.0,235,0.0,250,0.0,183297,5.1,98797,2.8,30434,0.8,11919,0.3,16498,0.5,4706,0.1,3592053,3592053,2869748,79.9,416002,11.6,31529,0.9,169617,4.7,4035,0.1,208673,5.8,3592053,3592053,512795,14.3,52345,1.5,275556,7.7,10885,0.3,174009
215,Delaware,2014,917060,639354,69.7,198028,21.6,3134,0.3,297,0.0,0,0.0,22,0.0,76,0.0,31745,3.5,13354,1.5,7390,0.8,3596,0.4,492,0.1,1983,0.2,1386,0.2,3544,0.4,494,0.1,244,0.0,142,0.0,12,0.0,96,0.0,20369,2.2,23936,2.6,10474,1.1,3094,0.3,3580,0.4,1200,0.1,917060,917060,659871,72.0,213065,23.2,8865,1.0,36923,4.0,1208,0.1,23153,2.5,917060,917060,78598,8.6,31362,3.4,25011,2.7,2355,0.3,19870
216,District of Columbia,2014,633736,254955,40.2,314138,49.6,2072,0.3,258,0.0,19,0.0,60,0.0,82,0.0,22785,3.6,5116,0.8,6428,1.0,2753,0.4,1310,0.2,2536,0.4,1560,0.2,3082,0.5,195,0.0,45,0.0,68,0.0,33,0.0,49,0.0,23999,3.8,15592,2.5,3483,0.5,1191,0.2,4844,0.8,912,0.1,633736,633736,267064,42.1,321558,50.7,5778,0.9,29657,4.7,910,0.1,26276,4.1,633736,633736,62637,9.9,9610,1.5,4035,0.6,2112,0.3,46880
217,Florida,2014,19361792,14747196,76.2,3114841,16.1,59121,0.3,10455,0.1,1385,0.0,543,0.0,1250,0.0,490833,2.5,132347,0.7,85598,0.4,92454,0.5,13641,0.1,26010,0.1,71784,0.4,68999,0.4,12128,0.1,3498,0.0,3512,0.0,1157,0.0,3961,0.0,484274,2.5,453399,2.3,145163,0.7,64842,0.3,78475,0.4,11567,0.1,19361792,19361792,15122879,78.1,3335877,17.2,157018,0.8,619839,3.2,36242,0.2,579779,3.0,19361792,19361792,4517191,23.3,646081,3.3,936290,4.8,1331893,6.9,1602927
218,Georgia,2014,9907756,5989234,60.4,3056726,30.9,25137,0.3,5897,0.1,260,0.0,300,0.0,268,0.0,344195,3.5,102911,1.0,54350,0.5,21381,0.2,8224,0.1,53492,0.5,49251,0.5,54586,0.6,4317,0.0,1307,0.0,687,0.0,956,0.0,1367,0.0,287276,2.9,200871,2.0,70249,0.7,28879,0.3,32938,0.3,9805,0.1,9907756,9907756,6152912,62.1,3166651,32.0,76088,0.8,398025,4.0,11558,0.1,319676,3.2,9907756,9907756,896717,9.1,541399,5.5,84758,0.9,29789,0.3,240771
219,Hawaii,2014,1392704,350634,25.2,26913,1.9,2725,0.2,435,0.0,64,0.0,367,0.0,64,0.0,529907,38.0,2337,0.2,56590,4.1,201183,14.4,185634,13.3,22125,1.6,9883,0.7,52155,3.7,138735,10.0,84584,6.1,2593,0.2,16393,1.2,35165,2.5,15357,1.1,328433,23.6,4641,0.3,9489,0.7,70072,5.0,1052,0.1,1392704,1392704,593798,42.6,46671,3.4,32825,2.4,785880,56.4,358423,25.7,36167,2.6,1392704,1392704,133485,9.6,39808,2.9,46745,3.4,1929,0.1,45003
220,Idaho,2014,1599464,1468732,91.8,9334,0.6,20363,1.3,1179,0.1,426,0.0,737,0.0,798,0.0,21749,1.4,2810,0.2,4490,0.3,3333,0.2,2851,0.2,2230,0.1,1364,0.1,4671,0.3,2177,0.1,458,0.0,689,0.0,152,0.0,878,0.1,37553,2.3,39556,2.5,5301,0.3,14720,0.9,8621,0.5,569,0.0,1599464,1599464,1505872,94.1,16826,1.1,37880,2.4,32636,2.0,4763,0.3,43698,2.7,1599464,1599464,186374,11.7,162179,10.1,3679,0.2,767,0.0,19749
221,Illinois,2014,12868747,9331376,72.5,1849054,14.4,28535,0.2,3321,0.0,1005,0.0,359,0.0,900,0.0,627402,4.9,205225,1.6,117600,0.9,120073,0.9,17672,0.1,63511,0.5,25497,0.2,77824,0.6,3240,0.0,1136,0.0,729,0.0,403,0.0,972,0.0,751248,5.8,277892,2.2,84021,0.7,38114,0.3,61306,0.5,9494,0.1,12868747,12868747,9568223,74.4,1969600,15.3,90478,0.7,711564,5.5,13213,0.1,811352,6.3,12868747,12868747,2095495,16.3,1664565,12.9,197627,1.5,25063,0.2,208240
222,Indiana,2014,6542411,5519313,84.4,598423,9.1,15286,0.2,3201,0.0,685,0.0,208,0.0,699,0.0,114674,1.8,31733,0.5,27979,0.4,10646,0.2,5398,0.1,10125,0.2,6853,0.1,21940,0.3,2076,0.0,647,0.0,626,0.0,309,0.0,494,0.0,151502,2.3,141137,2.2,57038,0.9,30959,0.5,20026,0.3,3777,0.1,6542411,6542411,5647820,86.3,669293,10.2,55933,0.9,140816,2.2,5469,0.1,171866,2.6,6542411,6542411,411536,6.3,313249,4.8,33094,0.5,5160,0.1,60033
223,Iowa,2014,3078116,2813097,91.4,95716,3.1,9688,0.3,729,0.0,376,0.0,131,0.0,1410,0.0,59726,1.9,12383,0.4,11781,0.4,3729,0.1,1277,0.0,6428,0.2,9069,0.3,15059,0.5,1715,0.1,424,0.0,52,0.0,311,0.0,928,0.0,39953,1.3,58221,1.9,22200,0.7,14152,0.5,9443,0.3,1332,0.0,3078116,3078116,2867604,93.2,123064,4.0,27805,0.9,71725,2.3,3622,0.1,46479,1.5,3078116,3078116,163110,5.3,127947,4.2,6113,0.2,1815,0.1,27235
224,Kansas,2014,2882946,2457815,85.3,167220,5.8,23727,0.8,5498,0.2,187,0.0,1137,0.0,1339,0.0,72568,2.5,14028,0.5,13480,0.5,5348,0.2,1919,0.1,5062,0.2,15294,0.5,17437,0.6,1655,0.1,498,0.0,436,0.0,253,0.0,468,0.0,64931,2.3,95030,3.3,29264,1.0,29046,1.0,12014,0.4,3736,0.1,2882946,2882946,2543583,88.2,208418,7.2,62190,2.2,89848,3.1,4656,0.2,76727,2.7,2882946,2882946,316141,11.0,265491,9.2,9598,0.3,3515,0.1,37537
